the_geom,OBJECTID,boro,nta2010,ntaname2010,comp2010ap,comp2010,comp2011,comp2012,comp2013,comp2014,comp2015,comp2016,comp2017,comp2018,comp2019,filed,approved,permitted,withdrawn,inactive,cenunits10,Shape__Area,Shape__Length,adjunits10,comp2020,totaladj,total
"MULTIPOLYGON (((-73.975111993168 40.735398516426, -73.974961369922 40.735376979743, -73.974894490889 40.735383458678, -73.974827625938 40.735389935902, -73.974750445339 40.73543345043, -73.97467337046 40.735406565106, -73.974442090153 40.735325034155, -73.97442760204 40.735242481423, -73.974412707112 40.73518650701, -73.974392070332 40.735100393973, -73.974375619638 40.735038898373, -73.974351989916 40.734950574818, -73.974317037295 40.734811939184, -73.9742729185 40.734638870605, -73.974256873901 40.734575147977, -73.974213361685 40.734414130022, -73.974184612884 40.734309217976, -73.974170618744 40.734247974013, -73.974152547568 40.734172228205, -73.974107356062 40.734001805052, -73.974061601497 40.733819334583, -73.974023184755 40.73367215588, -73.973993810855 40.733562835676, -73.973960490016 40.733429426936, -73.973944658962 40.733411350928, -73.973936752617 40.733374338339, -73.973908465989 40.733357978664, -73.973902816148 40.733335598854, -73.973892643513 40.733317523283, -73.973867758118 40.733319237634, -73.973864369486 40.733299443772, -73.973854190952 40.733290833445, -73.973846278001 40.733273622987, -73.973866646821 40.733254689909, -73.973858740259 40.733224565167, -73.973842898414 40.733228002398, -73.973850813044 40.733240916638, -73.973832707473 40.733253826644, -73.973811208126 40.73325726091, -73.973785196604 40.733235742741, -73.97380442769 40.733220249237, -73.97378520744 40.733208196187, -73.973765965478 40.733221105086, -73.973742207749 40.733217650636, -73.97372862671 40.733227976387, -73.973709390881 40.733221946738, -73.973691288565 40.733227112473, -73.973677715376 40.733214195086, -73.973695819946 40.733203870374, -73.973693567335 40.733182357608, -73.973717327887 40.733178058606, -73.973727512751 40.733167732081, -73.973738836373 40.733151380556, -73.973759199304 40.733147946212, -73.973779578649 40.733132453141, -73.973806736543 40.733129019331, -73.973820311373 40.733107509329, -73.973841807412 40.733111817635, -73.973873501411 40.733103215976, -73.97386954699 40.733073948694, -73.973771747655 40.73269670794, -73.973678466893 40.732318492106, -73.973648796329 40.732183754763, -73.973628803105 40.732115706927, -73.973609772108 40.732050951539, -73.973541131941 40.731772593911, -73.973522818616 40.731698426525, -73.973414656062 40.731290677426, -73.973383253723 40.731244285077, -73.973367348962 40.731228281103, -73.973342085391 40.731191303145, -73.973318592979 40.73116618882, -73.973284649813 40.731120937548, -73.973237693303 40.731065187868, -73.973201567823 40.731024893343, -73.973147366565 40.73096914194, -73.973100020776 40.73092194066, -73.973054486931 40.730875564685, -73.97300749879 40.730831392665, -73.972920730006 40.730758502246, -73.972833593939 40.730689742377, -73.972747554711 40.730614092835, -73.972644143165 40.730531798683, -73.972561338944 40.730466354317, -73.972481139372 40.730409068221, -73.972460803774 40.730394590401, -73.972334213404 40.730304833478, -73.972241623882 40.730238757969, -73.972235139962 40.730233938675, -73.972090625042 40.730126618025, -73.972055290176 40.730094910573, -73.972011699445 40.73005343246, -73.971964841665 40.730008637847, -73.971903823977 40.729938969598, -73.971857528321 40.729883811212, -73.971831367017 40.729853952912, -73.971749661477 40.729750275299, -73.971746386907 40.729742809342, -73.971701728488 40.729673963362, -73.971628738503 40.729566145539, -73.971578633135 40.72947739701, -73.97152026475 40.729359623096, -73.971509599001 40.729332227006, -73.971481386863 40.72925783803, -73.971458600103 40.72917766821, -73.971441254317 40.729104111173, -73.971433656787 40.729071880179, -73.97142283094 40.729004105095, -73.971413789505 40.728888117289, -73.971408035342 40.728802732389, -73.971407616821 40.728727024649, -73.971420902184 40.72857708875, -73.971428622604 40.728494086237, -73.971454133324 40.728349694138, -73.971458059777 40.7283274985, -73.971474876587 40.728217516224, -73.971511922865 40.728011024329, -73.971556973972 40.727711369462, -73.971570755078 40.72770202739, -73.971574225986 40.72765418062, -73.971591089229 40.727648294544, -73.971620165029 40.72765881887, -73.971637300146 40.727656234972, -73.971653038505 40.727651473384, -73.971686587292 40.727414147103, -73.971587479657 40.727405194023, -73.971562581364 40.727402949219, -73.971538304285 40.727401226072, -73.971522206469 40.72739442587, -73.971514259501 40.727382568712, -73.971494038705 40.727381383148, -73.971491829048 40.727358358405, -73.971628411278 40.726636713313, -73.971797458269 40.726721940319, -73.971858150799 40.726766945465, -73.971913879739 40.72679926944, -73.971978289064 40.726838616545, -73.972051591742 40.726889206981, -73.973299406865 40.727436269609, -73.975669265437 40.72847079254, -73.975813888569 40.728528028665, -73.976197764399 40.728670236914, -73.976905803448 40.728966084698, -73.97753987808 40.729234508702, -73.978028419628 40.729441320084, -73.979109480102 40.729918819678, -73.979922540539 40.730270466113, -73.980341516364 40.730450722134, -73.981668011471 40.731006808737, -73.981910555644 40.731103389645, -73.982470204236 40.73132314542, -73.982557733783 40.73135839558, -73.982387728933 40.731419505182, -73.98232426751 40.731506151429, -73.981969263786 40.731990822131, -73.981804834508 40.732213059624, -73.981500545002 40.732626857861, -73.981269154615 40.732932991475, -73.981059911997 40.733219676414, -73.98089119857 40.733445332083, -73.980646430362 40.733787580743, -73.980381642764 40.73415263168, -73.98020640319 40.734393584061, -73.980091946962 40.734552632763, -73.979790481135 40.734970079251, -73.979529466863 40.735314590086, -73.979464614364 40.735400188932, -73.979349636634 40.735561374587, -73.978910614209 40.736172387894, -73.978575939168 40.73668554445, -73.978542388095 40.736895921109, -73.978339647187 40.736729733102, -73.977999568894 40.736582729177, -73.977125852105 40.736205059858, -73.976365174251 40.735876239768, -73.975892376532 40.735681460927, -73.975224196409 40.735406169774, -73.975111993168 40.735398516426)), ((-73.961285942465 40.730167323072, -73.961284054436 40.730069286696, -73.961343277036 40.73007193877, -73.961406159447 40.730069313276, -73.961403154674 40.730119286968, -73.961688141956 40.730090129975, -73.961911722462 40.729970841758, -73.961887299248 40.729960827144, -73.961960639307 40.729867929736, -73.962026398348 40.729893683361, -73.96197938424 40.729952280221, -73.962216180338 40.729925197067, -73.96242107771 40.729809469374, -73.962486900951 40.729719428353, -73.962550775145 40.729752329426, -73.962479312302 40.729845227823, -73.962453009556 40.729836641887, -73.962268788565 40.729939509866, -73.962253724307 40.729993828117, -73.962196070337 40.729984235058, -73.962203004241 40.729962360367, -73.961945534282 40.729995155856, -73.961708677541 40.730129456643, -73.961354225379 40.73016021842, -73.961285942465 40.730167323072)), ((-73.962367404122 40.724217321781, -73.96200888265 40.724000161409, -73.962074154333 40.723888560348, -73.962469334705 40.724139840084, -73.962473385728 40.724183249597, -73.962444844586 40.724208045644, -73.962391865681 40.724201827517, -73.962367404122 40.724217321781)))",195,Manhattan,MN50,Stuyvesant Town-Cooper Village,0,0,,,0,,11,5,,0,,,,0,,,11224,5582241.69644165,12021.7493671393,11224,,11240,11240
"MULTIPOLYGON (((-73.91191954925 40.843266172456, -73.911947908886 40.843183998874, -73.911987779432 40.843065383897, -73.912223230887 40.842364876752, -73.912405243166 40.841824782027, -73.912470728924 40.841628542145, -73.912623987702 40.841165444411, -73.912699118128 40.840938413898, -73.912779657659 40.840699349618, -73.912961435652 40.840204513411, -73.913132989955 40.839818825247, -73.913715153702 40.838817219557, -73.913772476206 40.838729932513, -73.91383268556 40.838647330164, -73.914238967685 40.838117079857, -73.914774432899 40.83752238518, -73.915317393627 40.836955707846, -73.915872102293 40.836401878428, -73.916475760451 40.835787314587, -73.916674595215 40.83557568912, -73.917208784884 40.835029797805, -73.917638819367 40.83459032574, -73.917681175527 40.834547039486, -73.917704417965 40.834523292018, -73.917732577401 40.834494514289, -73.917788086582 40.834437794791, -73.918394894586 40.833817694835, -73.918569286199 40.83362029727, -73.919032794723 40.83309563242, -73.919500899399 40.832487775749, -73.919862322382 40.831955509839, -73.920463620589 40.830920876319, -73.920853069568 40.830220560767, -73.920877818406 40.830175993327, -73.921177311594 40.829636211893, -73.921406556596 40.829228324173, -73.921727681666 40.828603704981, -73.921815939144 40.828434004334, -73.922057508411 40.827924214512, -73.922160166021 40.827694251342, -73.922308915242 40.827374338002, -73.92254324015 40.826950615182, -73.922621451806 40.826843617652, -73.922712162199 40.826720822943, -73.922816938888 40.826511275705, -73.92293409517 40.826305426871, -73.923063269857 40.826103893001, -73.923107764721 40.826030188275, -73.923222934009 40.825839413009, -73.923475220689 40.825421502047, -73.924392471803 40.823839539251, -73.924423643843 40.82371928671, -73.92444615531 40.823597829925, -73.924459904873 40.82347571003, -73.924620358373 40.822991582156, -73.924903326112 40.822378255006, -73.925373648782 40.821610800655, -73.925654631265 40.821279698482, -73.925737101862 40.821182516004, -73.926200742181 40.820771179554, -73.926330205257 40.820612792937, -73.92634488625 40.820586831992, -73.926626092633 40.820034673608, -73.926879245252 40.819487152274, -73.927317961595 40.818567914262, -73.927757190066 40.817580661125, -73.927983716458 40.817071486153, -73.928054589382 40.816912180217, -73.928218418747 40.816543926732, -73.928304889766 40.816320018759, -73.928857850752 40.814888145395, -73.928967105024 40.814836534104, -73.929193475547 40.814504290703, -73.929214408712 40.814390236632, -73.930279557392 40.813256303642, -73.930397481744 40.813312026548, -73.930571080036 40.813381577595, -73.93104621978 40.813596721471, -73.931159953867 40.813643768394, -73.931237434958 40.813675007867, -73.931308659636 40.813707017988, -73.931394625153 40.813752877485, -73.932172789159 40.814096363527, -73.932312568537 40.814112896859, -73.932368956506 40.81412000966, -73.932427750697 40.81412579831, -73.932424507514 40.814159994606, -73.932419104182 40.814216984829, -73.932377119561 40.814659853709, -73.93236707334 40.81504124451, -73.932363523393 40.815350396695, -73.93234205982 40.817220099145, -73.932337253373 40.817638685187, -73.932388882334 40.819432667415, -73.932389908191 40.819468307878, -73.932391143673 40.819511127224, -73.932383247921 40.819561476573, -73.932376415429 40.819598976455, -73.932430178352 40.82045542085, -73.9324606698 40.821128892189, -73.932467466616 40.821585715341, -73.932513239713 40.822147096297, -73.932550266928 40.822607497617, -73.932580059128 40.823048991443, -73.932612822812 40.823495900747, -73.932670107662 40.824086632655, -73.932706487555 40.824568005049, -73.93272985139 40.824920824004, -73.932731973051 40.824992628988, -73.932739872393 40.825133792638, -73.932748369866 40.825225064656, -73.932759048445 40.825330551372, -73.932767377535 40.825466508595, -73.932820971465 40.825618174327, -73.932960835347 40.826931729635, -73.932984182462 40.827232687946, -73.933009036791 40.827543994706, -73.93306024837 40.828094525272, -73.933073942841 40.828164434182, -73.933038650452 40.828168128239, -73.932943341653 40.828175987316, -73.932509332556 40.828208675167, -73.932090168177 40.828241027039, -73.931467743197 40.828290041114, -73.931391207322 40.828293567872, -73.931263423442 40.828299455763, -73.931201212859 40.828306668556, -73.931142751479 40.828312089768, -73.930960824637 40.828345371374, -73.930651112515 40.828425311636, -73.930340762144 40.828503836903, -73.930036346878 40.828595872366, -73.929739361917 40.828701004755, -73.929451264689 40.828818686617, -73.929173397798 40.828948240769, -73.928895802254 40.829112410358, -73.928757636844 40.829194117084, -73.928611776979 40.829289192137, -73.928502170344 40.829360631672, -73.928258732523 40.829538796577, -73.928028680446 40.829727821187, -73.927813327567 40.829926714957, -73.927813232628 40.829926804046, -73.927813137679 40.829926903041, -73.927613493901 40.830134765291, -73.927551457233 40.830207873563, -73.927430366547 40.83035059706, -73.927264598808 40.830573149069, -73.926807300994 40.831043849323, -73.926426427855 40.831429204368, -73.925376830239 40.832636378303, -73.925030833567 40.833280762323, -73.924394980131 40.834492310435, -73.924150612674 40.834836850302, -73.923991923294 40.835060581756, -73.923382969683 40.835453292409, -73.922650624557 40.835934894993, -73.922373659945 40.836117026612, -73.92188432347 40.836433985416, -73.920717408364 40.837206747991, -73.920366457946 40.837433990866, -73.920019423492 40.837664412324, -73.919698281643 40.837882080853, -73.919386026535 40.838085197305, -73.919310060985 40.838134607427, -73.919164080128 40.83826199626, -73.919018111762 40.838389377711, -73.91859338831 40.838990374594, -73.918138703234 40.839615138744, -73.917685046389 40.840233780217, -73.91729994409 40.840774403421, -73.916893190385 40.841355541813, -73.916184871746 40.842343184983, -73.91768888768 40.84224761806, -73.917951080369 40.842237855306, -73.917982179865 40.842675699126, -73.917989912533 40.842757167758, -73.917989173906 40.842838845583, -73.917979970506 40.842920225629, -73.917962358657 40.843000802757, -73.917936446851 40.843080076366, -73.917902396929 40.843157554895, -73.917860420529 40.843232755825, -73.917810776697 40.843305214677, -73.917714435255 40.843395563623, -73.917629913918 40.843494991597, -73.917559289556 40.843602087235, -73.917504248176 40.84371510391, -73.917465925919 40.843832046065, -73.917444872202 40.84395074662, -73.917440998479 40.844069053344, -73.917453626749 40.844184915331, -73.917480868727 40.844260579849, -73.917500939922 40.844337526936, -73.917513737632 40.844415363909, -73.917519197105 40.844493696306, -73.917517289163 40.84457212519, -73.91750802495 40.844650250749, -73.917491451177 40.844727675898, -73.917467652499 40.844804007178, -73.917436749139 40.844878856559, -73.917398899259 40.844951842339, -73.9173263767 40.84506576849, -73.917288621057 40.845112371655, -73.91697295227 40.845123531616, -73.916844521805 40.845079064611, -73.916120698333 40.844864078232, -73.915867905955 40.844802210362, -73.914745621373 40.844350789522, -73.913859421512 40.843987079308, -73.913030195523 40.843649906743, -73.912939458581 40.843605840193, -73.912113647571 40.843268627568, -73.91191954925 40.843266172456)))",166,Bronx,BX63,West Concourse,6,6,0,-2,,106,2,0,218,287,127,1249,543,1277,-1,-4,13254,19378953.5482178,28500.0465177945,13254,0,13998,13998
"MULTIPOLYGON (((-73.861380652904 40.871344804841, -73.861435250015 40.869611759986, -73.861499671845 40.867790507142, -73.861503877167 40.867559725564, -73.86154380879 40.866161914474, -73.861564153213 40.865557755709, -73.860552419151 40.865537987358, -73.859614223103 40.865521010103, -73.858910978098 40.864645217663, -73.858713613107 40.86426084483, -73.858449308101 40.863769681366, -73.858062395048 40.863050651239, -73.85780519816 40.863044508391, -73.857711693124 40.862286521854, -73.857706937605 40.862249576044, -73.857699832344 40.862194371678, -73.857693227594 40.862143064355, -73.857680265471 40.862042369857, -73.857672258384 40.861980163057, -73.857610676777 40.861501731751, -73.857601016635 40.861426679194, -73.857568236452 40.861172013123, -73.857531327336 40.860911459024, -73.857523652053 40.860857271486, -73.857480266857 40.860550991411, -73.857473605817 40.860503967627, -73.857463850876 40.860435102204, -73.857396229697 40.859992393789, -73.857354605656 40.859719896834, -73.857347075199 40.859633709585, -73.857333700181 40.859547931134, -73.857314515714 40.859462791148, -73.857289574707 40.859378515714, -73.857258941934 40.859295328229, -73.857222698774 40.859213451211, -73.857180943221 40.859133102696, -73.857133785137 40.859054495329, -73.85697568643 40.85875761357, -73.856638049997 40.858123583338, -73.858826569636 40.858069647333, -73.861792105806 40.857991194044, -73.862879255709 40.8579618808, -73.862959946912 40.85795970383, -73.863190489272 40.857953486687, -73.863265397058 40.857951465635, -73.8638718896 40.857935105887, -73.863958545599 40.857932768665, -73.864552146155 40.857916753037, -73.864671693652 40.857913526383, -73.865642991508 40.857889835911, -73.866584726024 40.857863643839, -73.867588937804 40.857838379371, -73.868021705964 40.857838885133, -73.868079136715 40.857855132649, -73.868132816599 40.857884882323, -73.868174754382 40.857926839128, -73.868198649758 40.857976276403, -73.868202677323 40.8580266464, -73.868189718772 40.858072123532, -73.868416810251 40.857788647743, -73.868897641113 40.857781062779, -73.869550094162 40.8577343194, -73.870850288372 40.857299106733, -73.870878955122 40.857286513925, -73.870891039073 40.857281206443, -73.870891252748 40.857281107628, -73.870891525601 40.857281071914, -73.87094507544 40.857274341218, -73.870945549968 40.857274278714, -73.870946036057 40.857274370207, -73.871003145781 40.857285031961, -73.871003691154 40.857285132525, -73.871004141317 40.857285402276, -73.871050473121 40.85731289295, -73.871050864052 40.857313127515, -73.871051088785 40.857313442038, -73.871077217901 40.857349553939, -73.871077359838 40.857349752206, -73.871077395035 40.857349950354, -73.871084039318 40.857385329991, -73.871034102908 40.85781608649, -73.870979865311 40.858207704563, -73.870885507104 40.858903470911, -73.870580790662 40.861412844504, -73.870446251973 40.863278690732, -73.870416807294 40.863539410963, -73.870394920772 40.863800560194, -73.870380605792 40.864062010575, -73.870373866243 40.864323637843, -73.87037470721 40.864585313237, -73.87038312784 40.864846912487, -73.870399124913 40.865108306818, -73.87042269046 40.865369371049, -73.87045650483 40.866641159759, -73.870493283865 40.867959122318, -73.870499249612 40.868184946682, -73.870500995061 40.868251068015, -73.870511985341 40.868667127394, -73.870516148149 40.868824724094, -73.870517712504 40.868883957369, -73.870527630109 40.869259469143, -73.870530387761 40.869363825493, -73.870534615873 40.869523872477, -73.870536361392 40.869589994695, -73.87053880085 40.869682323741, -73.870563339476 40.871519070806, -73.869352638395 40.871491646321, -73.868260291571 40.871470620717, -73.867160055507 40.871450206034, -73.866146307967 40.87143127697, -73.865210313604 40.871415941753, -73.864267456602 40.871397942533, -73.863333396182 40.871383449831, -73.862393541066 40.871365026429, -73.861380652904 40.871344804841)))",37,Bronx,BX07,Bronxdale,27,25,12,7,19,-4,13,-1,6,18,0,181,144,340,88,30,14495,15185615.0420685,17432.1324758196,14495,30,14622,14622
"MULTIPOLYGON (((-73.960149163484 40.628923426632, -73.959957080073 40.627786913706, -73.958995591526 40.627893835763, -73.958054359724 40.627979359902, -73.956848400906 40.628128120731, -73.955813499066 40.628241733642, -73.954886418835 40.628343789622, -73.95396126094 40.628447631119, -73.953032757686 40.628548356985, -73.952070444039 40.628654023129, -73.951107844625 40.62875870943, -73.950177994636 40.628861013579, -73.949253723177 40.6289630076, -73.948325287391 40.629064903026, -73.947328146722 40.629174809257, -73.946875823636 40.626781909554, -73.946424084303 40.624393808258, -73.945425852102 40.624503850626, -73.944971736327 40.622112754014, -73.944519756474 40.61972188755, -73.94551805905 40.619613852184, -73.946515155554 40.619502258655, -73.946068419013 40.617111979069, -73.945765017834 40.615512303806, -73.945738342678 40.61537164598, -73.946575091633 40.614797370219, -73.947427511618 40.614232840164, -73.94772824916 40.614177955437, -73.94834659736 40.614144735523, -73.949306698745 40.614038973353, -73.950266573309 40.613932591752, -73.949997405346 40.612499700508, -73.94996439146 40.612323966326, -73.949931917678 40.61215288917, -73.94978522868 40.611379988608, -73.950706553502 40.611258690968, -73.951633775249 40.611131778046, -73.952566955947 40.610995422691, -73.952589294544 40.611120478408, -73.953600313898 40.610958103688, -73.954796952624 40.610829004337, -73.955742095931 40.610723065584, -73.956706140405 40.610620115903, -73.957669440658 40.610511952736, -73.958048746255 40.610471000107, -73.958594212111 40.61041126907, -73.959522122903 40.610310290919, -73.960445046549 40.610209744833, -73.961374110721 40.610107112187, -73.962380907028 40.609994611609, -73.962861168263 40.612557724037, -73.963362368761 40.615212666745, -73.963566135786 40.61624696191, -73.963623884687 40.616597976379, -73.963755616249 40.617310672183, -73.963812882061 40.617597641244, -73.963890785534 40.618008789494, -73.96426941294 40.619992042937, -73.96472126369 40.622381200472, -73.965720176332 40.622272269513, -73.966646587135 40.622170477923, -73.967572808308 40.622068514972, -73.968646536852 40.621949935028, -73.969098676008 40.62434106514, -73.970194201688 40.624211490415, -73.970473151534 40.624178270068, -73.970805513885 40.625940907182, -73.970860899826 40.626245088913, -73.970922694979 40.626578225883, -73.971115651046 40.627594125092, -73.971208937717 40.628097953366, -73.971367653926 40.628937403541, -73.971093754901 40.628974381466, -73.970002530005 40.629121715168, -73.968930590496 40.62923986693, -73.968002275773 40.629341299908, -73.967078000327 40.62944292289, -73.96608334452 40.629550948292, -73.965082158897 40.629662917453, -73.964150059327 40.629747207301, -73.963222923674 40.629849302829, -73.962327422731 40.629976958753, -73.961975972246 40.630003283113, -73.961822427857 40.630013119107, -73.961637828492 40.630030464733, -73.961370645596 40.630066630162, -73.960464234678 40.630163903337, -73.960408772124 40.630170772362, -73.960259979818 40.629426504378, -73.96025045781 40.629378863635, -73.960227029609 40.629262743413, -73.960149163484 40.628923426632)))",14,Brooklyn,BK43,Midwood,36,43,22,-3,23,-6,14,-5,275,1,457,37,125,273,165,9,20918,35799575.0125122,27996.5912960978,20918,41,21773,21773
"MULTIPOLYGON (((-73.938047836582 40.780837816279, -73.937902766982 40.780758268877, -73.937795917675 40.780789530722, -73.93780087286 40.781039611875, -73.937647748561 40.781009488375, -73.93765508979 40.780798279544, -73.937600376398 40.780476113249, -73.937794121554 40.780366176609, -73.938239166023 40.780267351716, -73.938397656392 40.780270705369, -73.938613439775 40.780347228136, -73.939238892597 40.779741665596, -73.939319651295 40.779726273536, -73.939531589347 40.779535892658, -73.939585220637 40.779584746027, -73.93943381172 40.779820472111, -73.939494729046 40.779881963398, -73.939376585512 40.779987043965, -73.939306715755 40.779959496842, -73.93921932737 40.780021792563, -73.938729459849 40.780519015668, -73.938840949903 40.780607522224, -73.938830064955 40.780771723036, -73.938745662306 40.781052148633, -73.938302410966 40.781370356777, -73.938083563109 40.781426709897, -73.937969007877 40.781297606331, -73.938050920608 40.78106407813, -73.938068662311 40.780952974695, -73.938047836582 40.780837816279)), ((-73.943833999428 40.782867362349, -73.943761485155 40.782837204296, -73.943633449487 40.782970596132, -73.943571229566 40.782931351526, -73.943545639594 40.782888796581, -73.943649667563 40.782664433402, -73.943882113288 40.781540315951, -73.943872192057 40.781281298789, -73.943716121093 40.780638087603, -73.943601907232 40.780167371643, -73.943215295532 40.779325860439, -73.943005671576 40.779647767612, -73.94278209909 40.779514425694, -73.942717437703 40.779552441598, -73.942629427641 40.779331391112, -73.942713806983 40.779223128759, -73.942536994893 40.779099227947, -73.942894840068 40.77862236463, -73.942656739171 40.778133237486, -73.942458842937 40.777415744405, -73.942296493579 40.777340233517, -73.942281932197 40.777355709468, -73.942321121062 40.777460789839, -73.942364768628 40.777455282591, -73.942456889187 40.77775613614, -73.942429971994 40.777761098874, -73.94242634436 40.777750590897, -73.942391424019 40.777755550524, -73.942360867484 40.777762170148, -73.942363767286 40.777773230671, -73.942336849852 40.777777087566, -73.942242545866 40.777478445361, -73.942286925809 40.77746851434, -73.94224193769 40.777342418721, -73.942257228335 40.777324731506, -73.942121257017 40.777263837937, -73.942186801868 40.777172079895, -73.942311138782 40.777227991385, -73.94229511486 40.777251207328, -73.942435471025 40.777308733201, -73.942431077853 40.77729722078, -73.942339325699 40.777257172776, -73.942386103767 40.777179368424, -73.942330261796 40.777163487141, -73.942277659691 40.777142150407, -73.942229215192 40.777115730595, -73.942185773705 40.777084686489, -73.942148092892 40.77704956238, -73.942116830851 40.777010969144, -73.942092531898 40.776969580635, -73.942075619477 40.776926118375, -73.942004098493 40.776193588199, -73.942083036675 40.775965287385, -73.942402440966 40.775735198787, -73.942589128908 40.775227227279, -73.942931869635 40.774684539183, -73.943340379915 40.774219463429, -73.94366575008 40.773849035293, -73.943962276239 40.773538690879, -73.944425768291 40.773053592727, -73.944880328895 40.772577832028, -73.945616573219 40.771951296433, -73.946405622495 40.771277316015, -73.946909074416 40.770742181718, -73.947491187614 40.770123424268, -73.947524011843 40.770137965245, -73.947615961676 40.770178699043, -73.947666816474 40.770201522904, -73.947717684343 40.770224337743, -73.94779528824 40.770257422313, -73.948075311749 40.770402665, -73.950433189196 40.771398001588, -73.952688958526 40.772351290718, -73.955056250851 40.773345120627, -73.957295537419 40.774291824686, -73.956798927429 40.774974581044, -73.956336359517 40.77560905413, -73.955870773334 40.77624449669, -73.955408734148 40.776876750903, -73.95494663663 40.777512217979, -73.954483676702 40.778146935385, -73.953985136948 40.77883038177, -73.953493558823 40.779504893956, -73.953035114882 40.780133726904, -73.952575655033 40.780761305855, -73.952123467819 40.781394982339, -73.951660642845 40.782015946445, -73.951200708232 40.782641664512, -73.950740572315 40.78326998215, -73.950283983876 40.783898742471, -73.94982533882 40.784523843093, -73.949333139876 40.785201398414, -73.94877769698 40.784966508291, -73.947090952871 40.784253178417, -73.94644640715 40.78398145058, -73.945923293954 40.783761070549, -73.944724077971 40.783255845078, -73.944648092516 40.783226146076, -73.944055827085 40.782972630858, -73.94395603422 40.782923792278, -73.943894678805 40.782895999951, -73.943833999428 40.782867362349)))",65,Manhattan,MN32,Yorkville,9,122,0,3,-4,-125,-125,189,-90,40,-67,383,-41,344,3,12,48624,13602039.8405304,17998.6261807117,48624,27,48481,48481
"MULTIPOLYGON (((-73.862724144364 40.832928968435, -73.86366702324 40.832703609518, -73.864566882608 40.832397519678, -73.865461858968 40.832139926818, -73.866356957923 40.831882768393, -73.867259114581 40.831632202771, -73.868151355175 40.831368670524, -73.869080765314 40.831094213637, -73.870008111309 40.830828624917, -73.870904868204 40.830571938225, -73.871795636525 40.830313724166, -73.872756877982 40.830036165408, -73.873228014524 40.829914450953, -73.873274297553 40.829902003837, -73.873327382423 40.82988494373, -73.873730115915 40.829761170078, -73.874610092997 40.829511189906, -73.875508438557 40.82924241869, -73.87640275951 40.828985578536, -73.877300719317 40.82875105771, -73.878236424822 40.828668303327, -73.878704250274 40.828629389719, -73.879172085862 40.82859046702, -73.880113527437 40.828519950165, -73.881046519208 40.828440096777, -73.881982381175 40.828364263995, -73.882952462577 40.828312149506, -73.88365900739 40.828287069738, -73.883785557807 40.82828257599, -73.883521604306 40.829268465283, -73.883575534133 40.829486930498, -73.883902364281 40.829811100772, -73.883848624801 40.829880802663, -73.882513444611 40.831560544982, -73.880574805441 40.834039377044, -73.880076614002 40.834680240451, -73.88005330037 40.83471034317, -73.879402186334 40.834480650273, -73.87925381062 40.834433074958, -73.879170704854 40.834534545762, -73.879063226564 40.834647556008, -73.878928470442 40.834789248906, -73.878666229679 40.835033943998, -73.878385119504 40.835267317378, -73.878086435657 40.835488127597, -73.878014434054 40.835538357618, -73.87794747535 40.835585069294, -73.877834755849 40.835660900402, -73.87771917861 40.835734209685, -73.87760084216 40.835804934204, -73.877479847394 40.835873013725, -73.877351505208 40.835940977247, -73.877284750363 40.835976327208, -73.876990628734 40.836110781964, -73.876734649136 40.836213903496, -73.876552405656 40.836353115094, -73.876456290827 40.836395613692, -73.876281709048 40.836469817338, -73.876152842262 40.836506860468, -73.876095501565 40.836534498104, -73.875842062774 40.836620772123, -73.875652531981 40.836667834917, -73.875457764021 40.836700267709, -73.875260698912 40.836717712553, -73.874989136855 40.836781264521, -73.874902887054 40.836816379453, -73.874823694375 40.836867766717, -73.874759212689 40.836933890289, -73.874715934275 40.837010539329, -73.874697298433 40.837091599635, -73.87470286452 40.837170597083, -73.874728814057 40.837242259628, -73.874909924392 40.837367895108, -73.874719428538 40.837320881535, -73.874544736316 40.837269622796, -73.874375281809 40.837250808019, -73.874301698763 40.837250727851, -73.874199099733 40.837259080642, -73.874076369791 40.837297903019, -73.874011927313 40.837318290985, -73.873797315437 40.83745341873, -73.87367447556 40.837549826295, -73.873540432147 40.837676703191, -73.873476518796 40.837754625844, -73.873230696343 40.838164189057, -73.873148560249 40.838272185123, -73.873128694803 40.838343382492, -73.872981842408 40.838960771031, -73.87277346058 40.839759568107, -73.872728598014 40.839757230458, -73.871207471882 40.839682909024, -73.870384057533 40.839635839923, -73.870277798483 40.839629764596, -73.870183194428 40.83962636145, -73.870066663558 40.839622169008, -73.869560033603 40.839603939386, -73.869209081108 40.839608332596, -73.868742147635 40.839832862764, -73.868309881116 40.84000350001, -73.867823993215 40.840174785592, -73.867403481756 40.840298562173, -73.867249600922 40.84035209066, -73.866362719995 40.840600971739, -73.865465913677 40.840865178843, -73.864481528492 40.841096083888, -73.863938891273 40.840052852652, -73.863556926775 40.837873906762, -73.863157794883 40.835539107711, -73.862960930948 40.834428608318, -73.862944012012 40.834307885815, -73.862899023961 40.834011669312, -73.862895026112 40.833972546138, -73.862882542558 40.833897357938, -73.862849921634 40.833698516768, -73.862728416363 40.833080507116, -73.862724144364 40.832928968435)))",28,Bronx,BX08,West Farms-Bronx River,12,12,12,9,0,-6,11,3,10,4,-2,43,8,296,13,23,12749,15084969.4085388,17477.2889278896,12749,0,12802,12802
