UniqueID,DateOfBite,Species,Breed,Age,Gender,SpayNeuter,Borough,ZipCode
7237,June 03 2021,DOG,BEAGLE MIX,1,M,true,Manhattan,10003
7238,June 03 2021,DOG,Pit Bull,,U,false,Manhattan,10002
7240,June 03 2021,DOG,INU,,U,false,Manhattan,
10882,June 03 2021,DOG,Pit Bull,,U,false,Queens,11693
10885,June 03 2021,DOG,UNKNOWN,,U,false,Queens,11366
10886,June 03 2021,DOG,Boston Terrier,4,M,true,Queens,
10887,June 03 2021,DOG,Shih Tzu,5,M,true,Queens,11432
12254,June 03 2021,DOG,Pit Bull,,U,false,Staten Island,10310
2288,June 04 2021,DOG,Rottweiler,,U,false,Brooklyn,11235
2291,June 04 2021,DOG,MIXED BREED,3,M,false,Brooklyn,11219
2293,June 04 2021,DOG,Pit Bull,,U,false,Brooklyn,
7246,June 04 2021,DOG,PITBULL MIX,6,M,true,Manhattan,10034
7247,June 04 2021,DOG,UNKNOWN,,U,false,Manhattan,
7251,June 04 2021,DOG,UNKNOWN,1,M,false,Manhattan,10128
10888,June 04 2021,DOG,American Pit Bull Mix / Pit Bull Mix,5,F,true,Queens,11103
10889,June 04 2021,DOG,Pug,,U,false,Queens,11360
10890,June 04 2021,DOG,UNKNOWN,,U,false,Queens,11435
10893,June 04 2021,DOG,UNKNOWN,,U,false,Queens,11368
10894,June 04 2021,DOG,UNKNOWN,,U,false,Queens,
10909,June 04 2021,DOG,UNKNOWN,,U,false,Queens,11372
2290,June 05 2021,DOG,Pit Bull,4,M,false,Brooklyn,11229
7242,June 05 2021,DOG,UNKNOWN,,U,false,Manhattan,10014
7243,June 05 2021,DOG,SHEPERD,,U,false,Manhattan,10005
7245,June 05 2021,DOG,UNKNOWN,,U,false,Manhattan,
7250,June 05 2021,DOG,Pit Bull,,U,false,Manhattan,
8117,June 05 2021,DOG,Pit Bull,,U,false,Other,
8131,June 05 2021,DOG,BOXER/PIT MIX,10,M,false,Other,
10899,June 05 2021,DOG,German Shepherd,,U,false,Queens,11417
2292,June 06 2021,DOG,BORDER COLLIE MIX,4,F,true,Brooklyn,11238
2294,June 06 2021,DOG,MIXED,8,M,true,Brooklyn,11215
2296,June 06 2021,DOG,UNKNOWN,,U,false,Brooklyn,11234
4460,June 06 2021,DOG,Mixed/Other,12,M,false,Bronx,10473
4564,June 06 2021,DOG,Shih Tzu,,U,false,Bronx,10461
7241,June 06 2021,DOG,LABRADOR,,U,false,Manhattan,
7244,June 06 2021,DOG,UNKNOWN,5,M,true,Manhattan,10128
7248,June 06 2021,DOG,UNKNOWN,,U,false,Manhattan,
7252,June 06 2021,DOG,POODLE,,U,false,Manhattan,
8115,June 06 2021,DOG,UNKNOWN,,U,false,Other,
10895,June 06 2021,DOG,Pit Bull,,U,false,Queens,
10896,June 06 2021,DOG,Cane Corso,5,M,true,Queens,11426
2295,June 07 2021,DOG,Siberian Husky,,U,false,Brooklyn,11209
2301,June 07 2021,DOG,UNKNOWN,,U,false,Brooklyn,11235
2307,June 07 2021,DOG,UNKNOWN,,U,false,Brooklyn,
2311,June 07 2021,DOG,MIXED,1,M,false,Brooklyn,11235
4459,June 07 2021,DOG,SMALL MIXED BREED,10,U,false,Bronx,10456
4557,June 07 2021,DOG,UNKNOWN,,U,false,Bronx,10473
10891,June 07 2021,DOG,Pit Bull,7,M,false,Queens,11365
10897,June 07 2021,DOG,Chow Chow,,U,false,Queens,11109
10900,June 07 2021,DOG,UNKNOWN,,U,false,Queens,
2297,June 08 2021,DOG,Shih Tzu,,U,false,Brooklyn,11226
7254,June 08 2021,DOG,UNKNOWN,,U,false,Manhattan,
8116,June 08 2021,DOG,UNKNOWN,,U,false,Other,
10901,June 08 2021,DOG,UNKNOWN,,U,false,Queens,
10902,June 08 2021,DOG,Pit Bull,,U,false,Queens,11432
2298,June 09 2021,DOG,Puggle,6,M,true,Brooklyn,11220
2299,June 09 2021,DOG,SOFT COATED WHEATEN TERRIER,6M,F,false,Brooklyn,11217
2302,June 09 2021,DOG,UNKNOWN,,U,false,Brooklyn,11222
2354,June 09 2021,DOG,Pit Bull,,U,false,Brooklyn,
4461,June 09 2021,DOG,LARGE MIXED BREED,,U,false,Bronx,10451
4466,June 09 2021,DOG,Pit Bull,,U,false,Bronx,10457
7253,June 09 2021,DOG,German Shepherd,3,M,true,Manhattan,
10904,June 09 2021,DOG,Pit Bull,,U,false,Queens,11378
10905,June 09 2021,DOG,MIXED,4,F,true,Queens,11104
2300,June 10 2021,DOG,Pit Bull,,U,false,Brooklyn,11231
2305,June 10 2021,DOG,German Shepherd Crossbreed,,U,false,Brooklyn,11215
2320,June 10 2021,DOG,Belgian Malinois,10,F,false,Brooklyn,11213
4462,June 10 2021,DOG,Mixed/Other,2,F,false,Bronx,10472
4465,June 10 2021,DOG,Chihuahua,,M,false,Bronx,10452
4553,June 10 2021,DOG,UNKNOWN,,U,false,Bronx,10463
4577,June 10 2021,DOG,Pit Bull,,U,false,Bronx,10473
7255,June 10 2021,DOG,UNKNOWN,3,M,false,Manhattan,10029
7265,June 10 2021,DOG,TERRIER MIX,5,F,true,Manhattan,10281
10907,June 10 2021,DOG,Pit Bull,5,F,false,Queens,11416
10908,June 10 2021,DOG,UNKNOWN,,U,false,Queens,11419
10910,June 10 2021,DOG,UNKNOWN,,U,false,Queens,
10919,June 10 2021,DOG,Dachshund Smooth Coat,3,M,true,Queens,11370
2303,June 11 2021,DOG,UNKNOWN,3,M,false,Brooklyn,11220
2304,June 11 2021,DOG,UNKNOWN,,U,false,Brooklyn,11211
2308,June 11 2021,DOG,Chihuahua,,U,false,Brooklyn,11211
7256,June 11 2021,DOG,UNKNOWN,,U,false,Manhattan,10002
7258,June 11 2021,DOG,"Coonhound, Treeing Walker",3,M,true,Manhattan,10014
10911,June 11 2021,DOG,POODLE / YORKIE MIX,7,F,false,Queens,11434
10914,June 11 2021,DOG,Pit Bull,,U,false,Queens,11694
2306,June 12 2021,DOG,Cocker Spaniel,,U,false,Brooklyn,11220
4463,June 12 2021,DOG,Pit Bull,,U,false,Bronx,10469
7257,June 12 2021,DOG,UNKNOWN,,U,false,Manhattan,
7259,June 12 2021,DOG,SHIHTZU-POODLE MIX,6,M,false,Manhattan,10040
7262,June 12 2021,DOG,Pit Bull,,U,false,Manhattan,
7263,June 12 2021,DOG,UNKNOWN,,U,false,Manhattan,
7264,June 12 2021,DOG,BULLDOG,,U,false,Manhattan,
8118,June 12 2021,DOG,MIXED,11,F,true,Other,10022
10934,June 12 2021,DOG,Pit Bull,,U,false,Queens,11377
12255,June 12 2021,DOG,LARGE MIXED BREED,2Y,U,false,Staten Island,10310
12291,June 12 2021,DOG,MIXED TERRIER,9,M,true,Staten Island,10306
2309,June 13 2021,DOG,"Poodle, Standard",,U,false,Brooklyn,
2310,June 13 2021,DOG,"Mastiff, Bull",,U,false,Brooklyn,11209
7260,June 13 2021,DOG,UNKNOWN,,U,false,Manhattan,
7261,June 13 2021,DOG,UNKNOWN,,U,false,Manhattan,
10913,June 13 2021,DOG,UNKNOWN,,U,false,Queens,11413
10920,June 13 2021,DOG,UNKNOWN,,U,false,Queens,11354
10926,June 13 2021,DOG,UNKNOWN,,U,false,Queens,11420
10955,June 13 2021,DOG,German Shepherd,,U,false,Queens,11426
2313,June 14 2021,DOG,Labrador Retriever,,U,false,Brooklyn,11230
2332,June 14 2021,DOG,Rottweiler,,U,false,Brooklyn,11210
7266,June 14 2021,DOG,UNKNOWN,,U,false,Manhattan,
7267,June 14 2021,DOG,UNKNOWN,,U,false,Manhattan,
7268,June 14 2021,DOG,UNKNOWN,,U,false,Manhattan,
7269,June 14 2021,DOG,UNKNOWN,,U,false,Manhattan,10039
7270,June 14 2021,DOG,UNKNOWN,,U,false,Manhattan,
8119,June 14 2021,DOG,UNKNOWN,,U,false,Other,
10912,June 14 2021,DOG,UNKNOWN,,U,false,Queens,
10915,June 14 2021,DOG,UNKNOWN,,U,false,Queens,11373
10917,June 14 2021,DOG,LABRADOR / PIT BULL,3,M,false,Queens,
10922,June 14 2021,DOG,UNKNOWN,,U,false,Queens,
2312,June 15 2021,DOG,Yorkshire Terrier,,U,false,Brooklyn,11219
2315,June 15 2021,DOG,Yorkshire Terrier,,U,false,Brooklyn,11206
2316,June 15 2021,DOG,Pit Bull,,M,false,Brooklyn,11221
2317,June 15 2021,DOG,Pit Bull,,M,false,Brooklyn,11221
4464,June 15 2021,DOG,MEDIUM MIXED BREED,11-12YRS,M,true,Bronx,10463
4475,June 15 2021,DOG,UNKNOWN,,U,false,Bronx,
7271,June 15 2021,DOG,Pit Bull,,U,false,Manhattan,
10916,June 15 2021,DOG,"Collie, Border",1,M,true,Queens,
10918,June 15 2021,DOG,Pit Bull,3,M,false,Queens,
10921,June 15 2021,DOG,Pit Bull,5,M,true,Queens,
10924,June 15 2021,DOG,Lhasa Apso,9,F,true,Queens,
12256,June 15 2021,DOG,Pit Bull,,U,false,Staten Island,
2319,June 16 2021,DOG,UNKNOWN,,U,false,Brooklyn,
7272,June 16 2021,DOG,Pit Bull,,U,false,Manhattan,10001
7273,June 16 2021,DOG,UNKNOWN,,U,false,Manhattan,
7274,June 16 2021,DOG,Chihuahua,,U,false,Manhattan,10002
7276,June 16 2021,DOG,UNKNOWN,,U,false,Manhattan,
10923,June 16 2021,DOG,Australian Shepherd,3M,M,false,Queens,11101
10925,June 16 2021,DOG,AMERICAN BULLY,2,M,false,Queens,11427
10927,June 16 2021,DOG,PITBULL TERRIER MIX,,U,false,Queens,11419
10928,June 16 2021,DOG,Yorkshire Terrier,,U,false,Queens,11428
10929,June 16 2021,DOG,UNKNOWN,,U,false,Queens,11420
10930,June 16 2021,DOG,Chihuahua,9,M,true,Queens,11104
10931,June 16 2021,DOG,UNKNOWN,,U,false,Queens,11101
10932,June 16 2021,DOG,UNKNOWN,,U,false,Queens,11693
10933,June 16 2021,DOG,UNKNOWN,,U,false,Queens,
2314,June 17 2021,DOG,German Shepherd,2,M,true,Brooklyn,
2318,June 17 2021,DOG,MIXED,1,M,true,Brooklyn,11214
2326,June 17 2021,DOG,Shiba Inu,1,M,true,Brooklyn,11249
2334,June 17 2021,DOG,MIXED BREED,,U,false,Brooklyn,11207
4469,June 17 2021,DOG,PITBULL X/BULL DOG,1,M,false,Bronx,10459
7275,June 17 2021,DOG,Pit Bull,,F,false,Manhattan,10040
10935,June 17 2021,DOG,MIXED,1,M,false,Queens,11372
10937,June 17 2021,DOG,German Shepherd,,U,false,Queens,
10938,June 17 2021,DOG,Pit Bull,,U,false,Queens,
10939,June 17 2021,DOG,UNKNOWN,,U,false,Queens,
10942,June 17 2021,DOG,UNKNOWN,,U,false,Queens,11363
10947,June 17 2021,DOG,Pit Bull,,F,false,Queens,
12261,June 17 2021,DOG,Labrador Retriever Crossbreed,,M,false,Staten Island,10304
2321,June 18 2021,DOG,Chihuahua,2,M,false,Brooklyn,11220
2324,June 18 2021,DOG,Shih Tzu,,U,false,Brooklyn,11223
2325,June 18 2021,DOG,Pit Bull,,U,false,Brooklyn,11221
2331,June 18 2021,DOG,UNKNOWN,7,F,false,Brooklyn,
2333,June 18 2021,DOG,Chow Chow,,U,false,Brooklyn,11249
4476,June 18 2021,DOG,UNKNOWN,,U,false,Bronx,
4551,June 18 2021,DOG,,,U,false,Bronx,
4565,June 18 2021,DOG,Chihuahua,,U,false,Bronx,
7277,June 18 2021,DOG,UNKNOWN,,U,false,Manhattan,
7278,June 18 2021,DOG,UNKNOWN,,U,false,Manhattan,
7281,June 18 2021,DOG,UNKNOWN,,U,false,Manhattan,10022
7284,June 18 2021,DOG,UNKNOWN,,U,false,Manhattan,
8120,June 18 2021,DOG,UNKNOWN,,U,false,Other,
8123,June 18 2021,DOG,UNKNOWN,,U,false,Other,
10936,June 18 2021,DOG,JACK RUSSELL MIX,1,M,true,Queens,11368
10943,June 18 2021,DOG,Pit Bull,,U,false,Queens,11369
11038,June 18 2021,DOG,Pit Bull,,U,false,Queens,11370
11224,June 18 2021,DOG,Chihuahua,,U,false,Queens,11103
12260,June 18 2021,DOG,MEDIUM MIXED BREED,,F,false,Staten Island,10314
12262,June 18 2021,DOG,UNKNOWN,,U,false,Staten Island,
2323,June 19 2021,DOG,Pit Bull,,U,false,Brooklyn,11211
4470,June 19 2021,DOG,Mixed/Other,6,F,false,Bronx,10462
7279,June 19 2021,DOG,UNKNOWN,6,F,true,Manhattan,
7282,June 19 2021,DOG,UNKNOWN,,U,false,Manhattan,10038
7283,June 19 2021,DOG,LABRADOR MIX,1,M,true,Manhattan,
10941,June 19 2021,DOG,German Shepherd,6,F,true,Queens,11413
10948,June 19 2021,DOG,German Shepherd,1,F,false,Queens,11355
10949,June 19 2021,DOG,Golden Retriever,1,M,true,Queens,11358
11225,June 19 2021,DOG,UNKNOWN,,U,false,Queens,11368
12258,June 19 2021,DOG,UNKNOWN,,U,false,Staten Island,
12259,June 19 2021,DOG,UNKNOWN,,U,false,Staten Island,
2322,June 20 2021,DOG,Labrador Retriever Crossbreed,1,F,true,Brooklyn,
4468,June 20 2021,DOG,UNKNOWN,,U,false,Bronx,10466
4472,June 20 2021,DOG,Shih Tzu,,U,false,Bronx,
4477,June 20 2021,DOG,"Bull Dog, French",,U,false,Bronx,10473
4478,June 20 2021,DOG,Pit Bull,,U,false,Bronx,10453
7280,June 20 2021,DOG,UNKNOWN,,U,false,Manhattan,
7285,June 20 2021,DOG,POODLE,,U,false,Manhattan,
7288,June 20 2021,DOG,UNKNOWN,8,M,false,Manhattan,10033
8122,June 20 2021,DOG,Pit Bull,,U,false,Other,
10940,June 20 2021,DOG,MIXED,,U,false,Queens,
10945,June 20 2021,DOG,Pit Bull,2,M,false,Queens,11354
10946,June 20 2021,DOG,UNKNOWN,,U,false,Queens,11385
10950,June 20 2021,DOG,"Poodle, Standard",13,M,false,Queens,11103
10954,June 20 2021,DOG,Cocker Spaniel,,U,false,Queens,
10956,June 20 2021,DOG,UNKNOWN,,U,false,Queens,11106
10957,June 20 2021,DOG,BEAGLE / SHAR-PEI MIX,10,F,true,Queens,11365
12257,June 20 2021,DOG,UNKNOWN,,U,false,Staten Island,
2327,June 21 2021,DOG,"Poodle, Standard",,U,false,Brooklyn,11234
2348,June 21 2021,DOG,Cocker Spaniel,,U,false,Brooklyn,11229
2534,June 21 2021,DOG,Yorkshire Terrier,4,M,true,Brooklyn,
4615,June 21 2021,DOG,UNKNOWN,,U,false,Bronx,10456
10944,June 21 2021,DOG,German Shepherd,,U,false,Queens,11372
10951,June 21 2021,DOG,Shiba Inu,6,M,true,Queens,11361
10952,June 21 2021,DOG,TERRIER MIX,11,F,true,Queens,11101
10953,June 21 2021,DOG,Pit Bull,,U,false,Queens,11694
10977,June 21 2021,DOG,Bull dog,3,M,true,Queens,11426
11022,June 21 2021,DOG,Cocker Spaniel Crossbreed,,U,false,Queens,11369
12263,June 21 2021,DOG,Siberian Husky,,U,false,Staten Island,
2328,June 22 2021,DOG,MIXED BREED,,F,false,Brooklyn,11208
2329,June 22 2021,DOG,MIXED BREED,,M,false,Brooklyn,11208
2330,June 22 2021,DOG,MIXED BREED,,F,false,Brooklyn,11208
2335,June 22 2021,DOG,UNKNOWN,,U,false,Brooklyn,
2342,June 22 2021,DOG,Pit Bull,,U,false,Brooklyn,11208
4481,June 22 2021,DOG,UNKNOWN,,U,false,Bronx,10452
2336,June 23 2021,DOG,Pit Bull,,U,false,Brooklyn,11213
2337,June 23 2021,DOG,Pit Bull,,U,false,Brooklyn,11233
7287,June 23 2021,DOG,Rottweiler,,U,false,Manhattan,
10958,June 23 2021,DOG,MIXED,7,F,true,Queens,11694
10987,June 23 2021,DOG,SHIH TZU / PUG MIX,6,M,true,Queens,11419
2339,June 24 2021,DOG,Pit Bull,,U,false,Brooklyn,11218
2340,June 24 2021,DOG,Boxer,,U,false,Brooklyn,11236
2343,June 24 2021,DOG,"Bull Dog, English",,U,false,Brooklyn,
2344,June 24 2021,DOG,Pit Bull,,U,false,Brooklyn,11238
2346,June 24 2021,DOG,"Cocker Spaniel, American",15,F,true,Brooklyn,11235
8128,June 24 2021,DOG,LABRADOR,2Y,M,true,Other,
10960,June 24 2021,DOG,POODLE MIX,1,M,true,Queens,11430
2338,June 25 2021,DOG,Rottweiler,,U,false,Brooklyn,11209
2347,June 25 2021,DOG,Pit Bull,6,M,true,Brooklyn,11213
4479,June 25 2021,DOG,"Poodle, Toy",,U,false,Bronx,10452
4480,June 25 2021,DOG,Maltese,,M,false,Bronx,10467
4482,June 25 2021,DOG,UNKNOWN,,U,false,Bronx,10475
4556,June 25 2021,DOG,English Cocker Spaniel,3,F,false,Bronx,
7289,June 25 2021,DOG,GERMAN SHEPHER MIX,4,F,true,Manhattan,10022
7290,June 25 2021,DOG,Pit Bull,,U,false,Manhattan,
10961,June 25 2021,DOG,UNKNOWN,,U,false,Queens,11370
10965,June 25 2021,DOG,Shiba Inu,6,M,true,Queens,11428
10967,June 25 2021,DOG,Cocker Spaniel,,U,false,Queens,11373
10968,June 25 2021,DOG,UNKNOWN,,U,false,Queens,
2345,June 26 2021,DOG,MORKIE,3,F,false,Brooklyn,11210
7293,June 26 2021,DOG,UNKNOWN,,U,false,Manhattan,
8124,June 26 2021,DOG,UNKNOWN,,U,false,Other,10566
8125,June 26 2021,DOG,Dalmatian,,M,false,Other,12561
10964,June 26 2021,DOG,"Bull Dog, English",,U,false,Queens,11364
10978,June 26 2021,DOG,Bull dog,3,M,true,Queens,11426
11227,June 26 2021,DOG,Pit Bull,4,M,false,Queens,11435
12264,June 26 2021,DOG,MIXED BREED DOG,,U,false,Staten Island,10309
2353,June 27 2021,DOG,"Bull Dog, English",,U,false,Brooklyn,11207
4483,June 27 2021,DOG,American Staffordshire Terrier,,F,false,Bronx,10472
4484,June 27 2021,DOG,Yorkshire Terrier,,U,false,Bronx,10470
4486,June 27 2021,DOG,UNKNOWN,,U,false,Bronx,10469
7291,June 27 2021,DOG,Pit Bull,,U,false,Manhattan,
7292,June 27 2021,DOG,HUSKY,1,M,false,Manhattan,10031
7294,June 27 2021,DOG,Pekingese,,U,false,Manhattan,
10962,June 27 2021,DOG,Beagle,1,M,false,Queens,11372
10963,June 27 2021,DOG,"Poodle, Standard",,U,false,Queens,11434
10966,June 27 2021,DOG,Rottweiler,11,M,true,Queens,11433
10969,June 27 2021,DOG,ROTTWEILER / SHEPHERD MIX,7,M,true,Queens,11413
10974,June 27 2021,DOG,Maltese,,U,false,Queens,
10976,June 27 2021,DOG,Pit Bull,,U,false,Queens,11422
10981,June 27 2021,DOG,UNKNOWN,,U,false,Queens,
2351,June 28 2021,DOG,Boxer,,U,false,Brooklyn,11229
2394,June 28 2021,DOG,AMERICAN BULLY,1,F,true,Brooklyn,11233
4485,June 28 2021,DOG,UNKNOWN,,U,false,Bronx,10452
4487,June 28 2021,DOG,Pit Bull,,U,false,Bronx,10462
4488,June 28 2021,DOG,LARGE X BREED,,U,false,Bronx,10461
4490,June 28 2021,DOG,Yorkshire Terrier Crossbreed,9M,F,false,Bronx,10468
4552,June 28 2021,DOG,UNKNOWN,,U,false,Bronx,10471
7295,June 28 2021,DOG,UNKNOWN,1,M,false,Manhattan,10029
10970,June 28 2021,DOG,UNKNOWN,,U,false,Queens,11414
10971,June 28 2021,DOG,German Shepherd,,U,false,Queens,11364
12266,June 28 2021,DOG,Doberman Pinscher,,U,false,Staten Island,
12267,June 28 2021,DOG,ROTWEILER MIX,7Y,M,true,Staten Island,10312
2349,June 29 2021,DOG,Maltese,1,M,false,Brooklyn,11219
2350,June 29 2021,DOG,Cocker Spaniel,,U,false,Brooklyn,
2352,June 29 2021,DOG,MIXED,11M,M,false,Brooklyn,11234
10972,June 29 2021,DOG,AMERICAN COONHOUND,1,M,true,Queens,11420
10973,June 29 2021,DOG,Yorkshire Terrier Crossbreed,9,M,true,Queens,11106
10975,June 29 2021,DOG,MIXED,14,M,false,Queens,11417
12265,June 29 2021,DOG,UNKNOWN,,U,false,Staten Island,
2369,June 30 2021,DOG,MIXED,1,F,false,Brooklyn,
2539,June 30 2021,DOG,Pit Bull,,U,false,Brooklyn,11207
4491,June 30 2021,DOG,Pit Bull,,U,false,Bronx,10457
4492,June 30 2021,DOG,UNKNOWN,,U,false,Bronx,10463
4493,June 30 2021,DOG,Pit Bull,,M,false,Bronx,10461
7296,June 30 2021,DOG,UNKNOWN,,U,false,Manhattan,10282
10979,June 30 2021,DOG,CORGI,1,M,false,Queens,11103
10980,June 30 2021,DOG,UNKNOWN,,U,false,Queens,11101
10982,June 30 2021,DOG,UNKNOWN,,U,false,Queens,
10983,June 30 2021,DOG,UNKNOWN,,U,false,Queens,
10984,June 30 2021,DOG,Pit Bull,3,F,false,Queens,11102
2355,July 01 2021,DOG,Shih Tzu,,U,false,Brooklyn,11207
2360,July 01 2021,DOG,MIXED,10M,M,false,Brooklyn,11238
10985,July 01 2021,DOG,UNKNOWN,,U,false,Queens,
10986,July 01 2021,DOG,Pit Bull,,U,false,Queens,11373
12270,July 01 2021,DOG,SHARPEI,,U,false,Staten Island,10314
2356,July 02 2021,DOG,SHIH TZU X,7,M,true,Brooklyn,11207
2362,July 02 2021,DOG,Rottweiler,,U,false,Brooklyn,
2368,July 02 2021,DOG,Cane Corso,4,M,false,Brooklyn,11206
7297,July 02 2021,DOG,Rhodesian Ridgeback,6,F,true,Manhattan,10065
7302,July 02 2021,DOG,Pit Bull,,U,false,Manhattan,10025
7369,July 02 2021,DOG,UNKNOWN,2,M,false,Manhattan,
2357,July 03 2021,DOG,Pit Bull,,U,true,Brooklyn,11236
2358,July 03 2021,DOG,Pit Bull,,U,false,Brooklyn,11236
7299,July 03 2021,DOG,POINTER,,M,false,Manhattan,10039
7301,July 03 2021,DOG,UNKNOWN,,U,false,Manhattan,
10988,July 03 2021,DOG,UNKNOWN,,U,false,Queens,
10989,July 03 2021,DOG,UNKNOWN,,U,false,Queens,
2361,July 04 2021,DOG,MIXED,6,M,false,Brooklyn,11211
2363,July 04 2021,DOG,Maltese,10,M,true,Brooklyn,11211
2365,July 04 2021,DOG,Pit Bull,,U,false,Brooklyn,11221
2371,July 04 2021,DOG,Yorkshire Terrier,,U,false,Brooklyn,11249
4494,July 04 2021,DOG,Pit Bull,,U,false,Bronx,10461
7298,July 04 2021,DOG,UNKNOWN,,U,false,Manhattan,
7300,July 04 2021,DOG,POODLE/SCHNAUZER,15,M,true,Manhattan,
7304,July 04 2021,DOG,Pit Bull,15,U,true,Manhattan,10025
10990,July 04 2021,DOG,UNKNOWN,,U,false,Queens,11105
10991,July 04 2021,DOG,UNKNOWN,,U,false,Queens,
10994,July 04 2021,DOG,Pit Bull,6,F,false,Queens,11423
11001,July 04 2021,DOG,Chihuahua,,U,false,Queens,
11006,July 04 2021,DOG,UNKNOWN,,U,false,Queens,11421
12268,July 04 2021,DOG,Pit Bull,,U,false,Staten Island,
12269,July 04 2021,DOG,Pit Bull,,U,false,Staten Island,
2359,July 05 2021,DOG,UNKNOWN,,U,false,Brooklyn,11238
2367,July 05 2021,DOG,Labrador Retriever Crossbreed,1,M,true,Brooklyn,11219
2370,July 05 2021,DOG,Pit Bull,,U,false,Brooklyn,11225
2374,July 05 2021,DOG,"Cocker Spaniel, American",,U,false,Brooklyn,
4496,July 05 2021,DOG,Pit Bull,,U,false,Bronx,10457
7317,July 05 2021,DOG,UNKNOWN,,F,false,Manhattan,
10992,July 05 2021,DOG,UNKNOWN,,U,false,Queens,11367
10993,July 05 2021,DOG,UNKNOWN,,U,false,Queens,11373
2364,July 06 2021,DOG,MINATURE POODLE X,2,M,true,Brooklyn,11249
2372,July 06 2021,DOG,SHEPHERD MIX,3M,F,true,Brooklyn,11219
4495,July 06 2021,DOG,MEDIUM MIXED BREED,,U,false,Bronx,10473
7303,July 06 2021,DOG,Pit Bull,2,M,false,Manhattan,10025
7305,July 06 2021,DOG,UNKNOWN,2,M,false,Manhattan,10025
7308,July 06 2021,DOG,POMERANIAN/HUSKY MIX,,U,false,Manhattan,
10995,July 06 2021,DOG,UNKNOWN,,U,false,Queens,
10997,July 06 2021,DOG,UNKNOWN,,U,false,Queens,
11018,July 06 2021,DOG,UNKNOWN,,U,false,Queens,
12271,July 06 2021,DOG,UNKNOWN,,U,false,Staten Island,
2366,July 07 2021,DOG,Bull Terrier,,U,false,Brooklyn,
4497,July 07 2021,DOG,LARGE MIXED BREED,4,F,false,Bronx,10453
7306,July 07 2021,DOG,Pit Bull,,U,false,Manhattan,10032
7307,July 07 2021,DOG,LABRADOR,,U,false,Manhattan,
10996,July 07 2021,DOG,Australian Shepherd,1,F,false,Queens,11433
10998,July 07 2021,DOG,Pit Bull,,U,false,Queens,
11002,July 07 2021,DOG,UNKNOWN,,U,false,Queens,
12328,July 07 2021,DOG,Vizsla,1Y,U,true,Staten Island,
4499,July 08 2021,DOG,Golden Retriever,,U,false,Bronx,10467
4500,July 08 2021,DOG,Pit Bull,3,F,false,Bronx,10467
4501,July 08 2021,DOG,Pit Bull,,U,false,Bronx,
4502,July 08 2021,DOG,UNKNOWN,,U,false,Bronx,10471
4503,July 08 2021,DOG,Pit Bull,,U,false,Bronx,10454
7309,July 08 2021,DOG,UNKNOWN,,U,false,Manhattan,
7310,July 08 2021,DOG,UNKNOWN,,U,false,Manhattan,
7311,July 08 2021,DOG,UNKNOWN,,F,false,Manhattan,10027
7312,July 08 2021,DOG,Pit Bull,,F,false,Manhattan,10128
8126,July 08 2021,DOG,UNKNOWN,,U,false,Other,
10999,July 08 2021,DOG,Australian Shepherd,,U,false,Queens,11378
11000,July 08 2021,DOG,UNKNOWN,,U,false,Queens,11373
11003,July 08 2021,DOG,Pit Bull,,U,false,Queens,
11004,July 08 2021,DOG,Chihuahua Crossbreed,8M,M,false,Queens,11379
11005,July 08 2021,DOG,UNKNOWN,,U,false,Queens,
12352,July 08 2021,DOG,German Shepherd,,U,false,Staten Island,
2373,July 09 2021,DOG,MIXED BREED,1,M,false,Brooklyn,11234
2376,July 09 2021,DOG,Pit Bull,11,M,true,Brooklyn,11220
4498,July 09 2021,DOG,Maltese,,U,false,Bronx,10457
4504,July 09 2021,DOG,UNKNOWN,3,F,false,Bronx,10467
4555,July 09 2021,DOG,,,U,false,Bronx,10463
7313,July 09 2021,DOG,UNKNOWN,,M,false,Manhattan,10013
11012,July 09 2021,DOG,Jack Russ,,U,false,Queens,11375
11016,July 09 2021,DOG,Chihuahua,12,M,true,Queens,11372
12276,July 09 2021,DOG,UKNOWN,,U,false,Staten Island,10304
2377,July 10 2021,DOG,"Schnauzer, Giant",,U,false,Brooklyn,11229
2378,July 10 2021,DOG,UNKNOWN,,U,false,Brooklyn,11224
2406,July 10 2021,DOG,UNKNOWN,,U,false,Brooklyn,11232
4616,July 10 2021,DOG,Pit Bull,,U,false,Bronx,10473
7314,July 10 2021,DOG,UNKNOWN,,U,false,Manhattan,
11008,July 10 2021,DOG,Pit Bull,,U,false,Queens,
11011,July 10 2021,DOG,POMERANIAN / CHIHUAHUA MIX,4,M,true,Queens,11373
11013,July 10 2021,DOG,"Welsh Corgi, Pembroke",1,F,true,Queens,11420
11020,July 10 2021,DOG,Pit Bull,,U,false,Queens,
11157,July 10 2021,DOG,Pit Bull,,U,false,Queens,11420
12272,July 10 2021,DOG,Pit Bull,,U,false,Staten Island,
12274,July 10 2021,DOG,UNKNOWN,,U,false,Staten Island,
2375,July 11 2021,DOG,Pit Bull,4m,F,false,Brooklyn,11236
2537,July 11 2021,DOG,Pit Bull,,U,false,Brooklyn,11216
4507,July 11 2021,DOG,German Shepherd,5,M,false,Bronx,10457
4508,July 11 2021,DOG,YORKIE/MALTESE MIX,4,M,false,Bronx,10462
7315,July 11 2021,DOG,Chow Chow,1,F,false,Manhattan,10022
