UniqueID,DateOfBite,Species,Breed,Age,Gender,SpayNeuter,Borough,ZipCode
7316,July 11 2021,DOG,UNKNOWN,,U,false,Manhattan,
8132,July 11 2021,DOG,NOVA SCOTIA DUCK TOLLING RETRIEVER,5,M,false,Other,10591
8133,July 11 2021,DOG,COLLIE MIX,2,M,false,Other,1106
11007,July 11 2021,DOG,MIXED,1,M,false,Queens,11372
11009,July 11 2021,DOG,Maltese,7,M,true,Queens,11368
11010,July 11 2021,DOG,UNKNOWN,,U,false,Queens,11360
11014,July 11 2021,DOG,SIBERIAN HUSKY MIX,2,M,true,Queens,11361
11015,July 11 2021,DOG,Shih Tzu,,U,false,Queens,
11019,July 11 2021,DOG,Jack Russ,13,M,true,Queens,11354
12273,July 11 2021,DOG,UNKNOWN,,U,false,Staten Island,
2379,July 12 2021,DOG,UNKNOWN,,U,false,Brooklyn,
2384,July 12 2021,DOG,UNKNOWN,,U,false,Brooklyn,11209
4505,July 12 2021,DOG,Chihuahua,,U,false,Bronx,
4506,July 12 2021,DOG,"Schnauzer, Standard",,U,false,Bronx,
4509,July 12 2021,DOG,UNKNOWN,,U,false,Bronx,10472
4617,July 12 2021,DOG,UNKNOWN,,U,false,Bronx,10472
7318,July 12 2021,DOG,UNKNOWN,,U,false,Manhattan,10025
8127,July 12 2021,DOG,Boxer,11,M,true,Other,
11021,July 12 2021,DOG,Labrador Retriever,,U,false,Queens,11379
11037,July 12 2021,DOG,Labrador Retriever,,U,false,Queens,11370
2382,July 13 2021,DOG,UNKNOWN,,U,false,Brooklyn,11249
4510,July 13 2021,DOG,UNKNOWN,,U,false,Bronx,10457
7319,July 13 2021,DOG,UNKNOWN,,U,false,Manhattan,
11017,July 13 2021,DOG,Pit Bull,,U,false,Queens,
11023,July 13 2021,DOG,Jack Russ,,U,false,Queens,11414
11024,July 13 2021,DOG,MIXED,,U,false,Queens,11433
11025,July 13 2021,DOG,MALTESE MIX,10,M,true,Queens,11419
11026,July 13 2021,DOG,Yorkshire Terrier,9,F,true,Queens,11421
11027,July 13 2021,DOG,Pit Bull,,U,false,Queens,11417
11033,July 13 2021,DOG,POODLE MIX,8,M,true,Queens,11419
11294,July 13 2021,DOG,German Shepherd,1,M,false,Queens,11692
12275,July 13 2021,DOG,COLLIE,,U,false,Staten Island,10314
2380,July 14 2021,DOG,Rottweiler,,U,false,Brooklyn,11209
2381,July 14 2021,DOG,"Poodle, Standard",,U,false,Brooklyn,11236
2387,July 14 2021,DOG,UNKNOWN,,U,false,Brooklyn,
4511,July 14 2021,DOG,UNKNOWN,,U,false,Bronx,10472
4521,July 14 2021,DOG,MIXED,2,U,false,Bronx,10457
4525,July 14 2021,DOG,UNKNOWN,,U,false,Bronx,
7321,July 14 2021,DOG,American Eskimo,4,M,true,Manhattan,
7330,July 14 2021,DOG,"Bull Dog, French",7,F,true,Manhattan,10065
7404,July 14 2021,DOG,German Shepherd,,U,false,Manhattan,
11028,July 14 2021,DOG,MIXED,,U,false,Queens,11360
11029,July 14 2021,DOG,Pit Bull,,U,false,Queens,11385
11030,July 14 2021,DOG,Siberian Husky,,U,false,Queens,11420
11031,July 14 2021,DOG,UNKNOWN,,U,false,Queens,
11032,July 14 2021,DOG,UNKNOWN,,U,false,Queens,
12289,July 14 2021,DOG,UNKNOWN,,U,false,Staten Island,
2385,July 15 2021,DOG,UNKNOWN,,U,false,Brooklyn,
2386,July 15 2021,DOG,UNKNOWN,,U,false,Brooklyn,11236
7322,July 15 2021,DOG,POODLE,,U,false,Manhattan,10128
7324,July 15 2021,DOG,BULLDOG,,U,false,Manhattan,
8129,July 15 2021,DOG,UNKNOWN,,U,false,Other,10538
11034,July 15 2021,DOG,Golden Retriever,9M,M,true,Queens,11358
11035,July 15 2021,DOG,Chihuahua,,U,false,Queens,
2389,July 16 2021,DOG,Pit Bull,,U,false,Brooklyn,
2390,July 16 2021,DOG,American Pit Bull Mix / Pit Bull Mix,7,F,true,Brooklyn,11234
2670,July 16 2021,DOG,Mixed/Other,,U,false,Brooklyn,11211
4522,July 16 2021,DOG,MIXED,2,U,false,Bronx,10457
7326,July 16 2021,DOG,UNKNOWN,10,M,true,Manhattan,10014
7327,July 16 2021,DOG,UNKNOWN,6,F,false,Manhattan,10029
8139,July 16 2021,DOG,UNKNOWN,,U,false,Other,20815
11036,July 16 2021,DOG,Bull dog,,U,false,Queens,
12277,July 16 2021,DOG,Doberman Pinscher,8M,F,false,Staten Island,10314
2388,July 17 2021,DOG,Pit Bull,,U,false,Brooklyn,11206
4513,July 17 2021,DOG,"Bull Dog, English",,F,false,Bronx,10462
7325,July 17 2021,DOG,CHIHUAHUA MIX,2,F,true,Manhattan,10019
7328,July 17 2021,DOG,GOLDEN DOODLE,1,M,false,Manhattan,10016
11039,July 17 2021,DOG,Pit Bull,,U,false,Queens,11377
11040,July 17 2021,DOG,Chihuahua,,U,false,Queens,11357
11041,July 17 2021,DOG,GOLDENDOODLE,2,F,true,Queens,11362
11042,July 17 2021,DOG,Siberian Husky,12,M,false,Queens,11434
11060,July 17 2021,DOG,UNKNOWN,,U,false,Queens,
12279,July 17 2021,DOG,UNKNOWN,,U,false,Staten Island,
2391,July 18 2021,DOG,German Shepherd,,U,false,Brooklyn,11226
4512,July 18 2021,DOG,Pomeranian,,U,false,Bronx,
4514,July 18 2021,DOG,LARGE MIXED BREED,3Y,F,false,Bronx,10455
8130,July 18 2021,DOG,UNKNOWN,,U,false,Other,
8136,July 18 2021,DOG,SMALL MIXED BREED,2,F,false,Other,11718
12278,July 18 2021,DOG,Pit Bull,4,F,true,Staten Island,10312
2668,July 19 2021,DOG,UNKNOWN,,U,false,Brooklyn,
4515,July 19 2021,DOG,Pit Bull,,U,false,Bronx,10456
4519,July 19 2021,DOG,SHEPERD,,U,false,Bronx,
11043,July 19 2021,DOG,LABRADOR / PIT BULL MIX,3,F,false,Queens,11691
12280,July 19 2021,DOG,UNKNOWN,,U,false,Staten Island,10307
12343,July 19 2021,DOG,Chihuahua Crossbreed,,U,false,Staten Island,10303
2392,July 20 2021,DOG,Shih Tzu,1,M,false,Brooklyn,11220
2395,July 20 2021,DOG,Pit Bull,,U,false,Brooklyn,
2404,July 20 2021,DOG,Pit Bull,,U,false,Brooklyn,11207
4516,July 20 2021,DOG,Chihuahua,,U,false,Bronx,10452
4517,July 20 2021,DOG,UNKNOWN,,U,false,Bronx,10467
4518,July 20 2021,DOG,UNKNOWN,,F,false,Bronx,10458
7329,July 20 2021,DOG,UNKNOWN,,U,false,Manhattan,10016
11044,July 20 2021,DOG,UNKNOWN,,U,false,Queens,
11045,July 20 2021,DOG,AMERICAN BULLY,3,M,false,Queens,11354
11047,July 20 2021,DOG,UNKNOWN,,U,false,Queens,
11063,July 20 2021,DOG,UNKNOWN,,U,false,Queens,
12282,July 20 2021,DOG,Pug,,U,false,Staten Island,
2393,July 21 2021,DOG,Pit Bull,,U,false,Brooklyn,11206
2396,July 21 2021,DOG,Pit Bull,5M,M,false,Brooklyn,11224
7331,July 21 2021,DOG,UNKNOWN,,U,false,Manhattan,
7332,July 21 2021,DOG,AMERICAN BULLDOG,4,M,false,Manhattan,
7333,July 21 2021,DOG,UNKNOWN,,U,false,Manhattan,
11046,July 21 2021,DOG,UNKNOWN,,U,false,Queens,11379
11048,July 21 2021,DOG,Pit Bull,,U,false,Queens,
12281,July 21 2021,DOG,"Poodle, Miniature",,U,false,Staten Island,
2397,July 22 2021,DOG,AUSTRALIAN CATTLE DOG X,2,M,true,Brooklyn,11237
2398,July 22 2021,DOG,UNKNOWN,,U,false,Brooklyn,11213
2410,July 22 2021,DOG,MIXED,11,F,false,Brooklyn,11208
4520,July 22 2021,DOG,SHEPERD,,U,false,Bronx,
4523,July 22 2021,DOG,Yorkshire Terrier Crossbreed,,U,false,Bronx,10467
4528,July 22 2021,DOG,Pit Bull,,U,false,Bronx,10463
4582,July 22 2021,DOG,Pit Bull,,U,false,Bronx,10463
7334,July 22 2021,DOG,Pit Bull,3,M,false,Manhattan,10012
11049,July 22 2021,DOG,Maltese,2,M,false,Queens,11434
11050,July 22 2021,DOG,UNKNOWN,,U,false,Queens,11378
11051,July 22 2021,DOG,Chihuahua,,U,false,Queens,11357
11052,July 22 2021,DOG,Lhasa Apso,,U,false,Queens,11377
11053,July 22 2021,DOG,Pit Bull,3,F,false,Queens,11434
12283,July 22 2021,DOG,Pit Bull,,U,false,Staten Island,10306
12286,July 22 2021,DOG,Pit Bull,,U,false,Staten Island,
12290,July 22 2021,DOG,MEDIUM MIXED BREED,2,M,false,Staten Island,10309
2399,July 23 2021,DOG,Chihuahua,2,F,true,Brooklyn,
2400,July 23 2021,DOG,LLEWELIN SETTER,7,M,false,Brooklyn,11249
4524,July 23 2021,DOG,UNKNOWN,,U,false,Bronx,10471
4527,July 23 2021,DOG,,1,F,false,Bronx,
7337,July 23 2021,DOG,CHIHUAHUA MIX,9,M,true,Manhattan,10016
7339,July 23 2021,DOG,UNKNOWN,,U,false,Manhattan,
8137,July 23 2021,DOG,SMALL DOG,4,M,true,Other,10524
8138,July 23 2021,DOG,UNKNOWN,,U,false,Other,
11056,July 23 2021,DOG,"Poodle, Standard",,U,false,Queens,11373
11059,July 23 2021,DOG,Shiba Inu,,U,false,Queens,11432
12285,July 23 2021,DOG,Pit Bull,,U,false,Staten Island,
12353,July 23 2021,DOG,Pit Bull,2Y,M,false,Staten Island,10301
2402,July 24 2021,DOG,Golden Retriever,,U,false,Brooklyn,11249
2408,July 24 2021,DOG,Pit Bull,,U,false,Brooklyn,11213
2411,July 24 2021,DOG,MIXED,2,F,false,Brooklyn,11208
2413,July 24 2021,DOG,Yorkshire Terrier Crossbreed,9,F,false,Brooklyn,11234
2414,July 24 2021,DOG,Pit Bull,,U,false,Brooklyn,11207
2418,July 24 2021,DOG,Pit Bull,,U,false,Brooklyn,11229
4526,July 24 2021,DOG,Shih Tzu,,U,false,Bronx,10453
4541,July 24 2021,DOG,BULLY PIT BULL X,2,M,false,Bronx,10463
7364,July 24 2021,DOG,Rottweiler,1,M,true,Manhattan,
8134,July 24 2021,DOG,SMALL BREED MIX,10M,F,true,Other,
8135,July 24 2021,DOG,UNKNOWN,,U,false,Other,
11054,July 24 2021,DOG,Pit Bull,1,M,false,Queens,11692
11055,July 24 2021,DOG,Golden Retriever,5,F,false,Queens,11373
11057,July 24 2021,DOG,Pit Bull,,U,false,Queens,
11058,July 24 2021,DOG,"Poodle, Standard",,U,false,Queens,
12287,July 24 2021,DOG,UNKNOWN,,U,false,Staten Island,
2401,July 25 2021,DOG,"Schnauzer, Giant",,U,false,Brooklyn,11234
2403,July 25 2021,DOG,American Pit Bull Mix / Pit Bull Mix,9,M,true,Brooklyn,11215
2405,July 25 2021,DOG,Pit Bull,,U,false,Brooklyn,11229
2407,July 25 2021,DOG,MIXED BREED,8,M,false,Brooklyn,11208
2669,July 25 2021,DOG,Maltese,,U,false,Brooklyn,11223
4531,July 25 2021,DOG,MIXED BREED DOG,,U,false,Bronx,
4534,July 25 2021,DOG,POODLE,,U,false,Bronx,10467
7335,July 25 2021,DOG,UNKNOWN,,U,false,Manhattan,
7338,July 25 2021,DOG,UNKNOWN,,U,false,Manhattan,
7342,July 25 2021,DOG,Jack Russ,,U,false,Manhattan,
7465,July 25 2021,DOG,"Poodle, Miniature",8,M,true,Manhattan,
11064,July 25 2021,DOG,Pit Bull,,U,false,Queens,11420
11156,July 25 2021,DOG,UNKNOWN,,U,false,Queens,
12284,July 25 2021,DOG,BULLDOG,,U,false,Staten Island,
12288,July 25 2021,DOG,UNKNOWN,,U,false,Staten Island,
2423,July 26 2021,DOG,UNKNOWN,,U,false,Brooklyn,11233
4530,July 26 2021,DOG,Yorkshire Terrier,,U,false,Bronx,10454
4578,July 26 2021,DOG,TERRIER,,U,false,Bronx,10454
7336,July 26 2021,DOG,UNKNOWN,,U,false,Manhattan,10019
7340,July 26 2021,DOG,SHEPERD,,U,false,Manhattan,
7341,July 26 2021,DOG,Pit Bull,,U,false,Manhattan,
7343,July 26 2021,DOG,UNKNOWN,,U,false,Manhattan,
7345,July 26 2021,DOG,UNKNOWN,3,F,true,Manhattan,
7346,July 26 2021,DOG,HUSKY,,U,false,Manhattan,
7348,July 26 2021,DOG,HUSKY,,U,false,Manhattan,
11061,July 26 2021,DOG,UNKNOWN,,U,false,Queens,11693
11062,July 26 2021,DOG,American Pit Bull Terrier/Pit Bull,8M,F,false,Queens,11435
4535,July 27 2021,DOG,Shih Tzu,,U,false,Bronx,10469
7344,July 27 2021,DOG,GOLDEN DOODLE,3,M,true,Manhattan,10010
7347,July 27 2021,DOG,UNKNOWN,11,M,false,Manhattan,
7349,July 27 2021,DOG,UNKNOWN,3,F,false,Manhattan,10029
7575,July 27 2021,DOG,CATAHOULA LEOPARD HOUND MIX,1,M,false,Manhattan,10029
7576,July 27 2021,DOG,CATAHOULA LEOPARD HOUND MIX,1,M,false,Manhattan,10029
11068,July 27 2021,DOG,HUSKY MIX,10M,M,false,Queens,
2409,July 28 2021,DOG,UNKNOWN,,U,false,Brooklyn,11238
2412,July 28 2021,DOG,MIXED BREED,1,M,false,Brooklyn,11208
7350,July 28 2021,DOG,Pit Bull,,U,false,Manhattan,10034
7351,July 28 2021,DOG,POINTER,8,M,false,Manhattan,10065
11065,July 28 2021,DOG,Pit Bull,,U,false,Queens,
11066,July 28 2021,DOG,UNKNOWN,,U,false,Queens,
11067,July 28 2021,DOG,MIXED,,U,false,Queens,11357
11069,July 28 2021,DOG,Pit Bull,,U,false,Queens,11422
11070,July 28 2021,DOG,AMERICAN BULLY,4,M,true,Queens,11357
11079,July 28 2021,DOG,MIXED,2,M,false,Queens,11434
12354,July 28 2021,DOG,LABRADOR/ PIT-BULL,,U,false,Staten Island,
7353,July 29 2021,DOG,Pomeranian,1,M,true,Manhattan,
11071,July 29 2021,DOG,COCKAPOO MIX,6,F,true,Queens,11378
2421,July 30 2021,DOG,"Poodle, Miniature",1,M,false,Brooklyn,11208
2429,July 30 2021,DOG,UNKNOWN,,U,false,Brooklyn,
4533,July 30 2021,DOG,UNKNOWN,,U,false,Bronx,
4629,July 30 2021,DOG,German Shepherd,,U,false,Bronx,10462
7352,July 30 2021,DOG,UNKNOWN,,U,false,Manhattan,
8140,July 30 2021,DOG,LARGE MIXED BREED,2Y,M,false,Other,6082
8143,July 30 2021,DOG,HUSKY MIX,,U,false,Other,
11072,July 30 2021,DOG,GOLDENDOODLE MIX,2,F,true,Queens,11426
11073,July 30 2021,DOG,UNKNOWN,,U,false,Queens,
11074,July 30 2021,DOG,UNKNOWN,,U,false,Queens,
12293,July 30 2021,DOG,LABRADOR,,U,false,Staten Island,
2417,July 31 2021,DOG,MIXED,4,F,false,Brooklyn,11208
2427,July 31 2021,DOG,Shih Tzu,,U,false,Brooklyn,
4536,July 31 2021,DOG,Pit Bull,,U,false,Bronx,10453
4537,July 31 2021,DOG,Pit Bull,,U,false,Bronx,10465
4631,July 31 2021,DOG,"Bull Dog, French",,U,false,Bronx,10462
7354,July 31 2021,DOG,Pit Bull,,M,false,Manhattan,
8141,July 31 2021,DOG,TERRIER - OTHER,,U,false,Other,12531
8142,July 31 2021,DOG,UNKNOWN,,U,false,Other,
11076,July 31 2021,DOG,Akita,3,M,true,Queens,11413
11077,July 31 2021,DOG,UNKNOWN,,U,false,Queens,
11080,July 31 2021,DOG,MIXED,2,M,false,Queens,11434
11092,July 31 2021,DOG,Pit Bull,,U,false,Queens,
11290,July 31 2021,DOG,Rottweiler,,U,false,Queens,11413
12292,July 31 2021,DOG,Pomeranian,,U,false,Staten Island,
2428,August 01 2021,DOG,UNKNOWN,,U,false,Brooklyn,
2444,August 01 2021,DOG,UNKNOWN,,U,false,Brooklyn,11211
7355,August 01 2021,DOG,POODLE MIX,,U,false,Manhattan,10025
7356,August 01 2021,DOG,Shih Tzu,,U,false,Manhattan,
7357,August 01 2021,DOG,Chihuahua,8,F,true,Manhattan,
11075,August 01 2021,DOG,Labrador Retriever,,U,false,Queens,
11078,August 01 2021,DOG,Bull Terrier,8M,M,false,Queens,11356
11081,August 01 2021,DOG,Yorkshire Terrier,4M,M,false,Queens,11102
11082,August 01 2021,DOG,UNKNOWN,,U,false,Queens,11427
11083,August 01 2021,DOG,UNKNOWN,,U,false,Queens,11103
11085,August 01 2021,DOG,Australian Shepherd,2,M,false,Queens,11434
2415,August 02 2021,DOG,MIXED,,F,false,Brooklyn,11223
2416,August 02 2021,DOG,Pit Bull,3,M,false,Brooklyn,11225
2420,August 02 2021,DOG,American Pit Bull Mix / Pit Bull Mix,7,M,false,Brooklyn,11234
7358,August 02 2021,DOG,UNKNOWN,,U,false,Manhattan,10012
7359,August 02 2021,DOG,German Shepherd,,U,false,Manhattan,10031
11084,August 02 2021,DOG,PIT BULL / BOXER,6,F,false,Queens,11420
11090,August 02 2021,DOG,UNKNOWN,,U,false,Queens,
11093,August 02 2021,DOG,UNKNOWN,,U,false,Queens,
2422,August 03 2021,DOG,POODLE X,8M,M,false,Brooklyn,11234
4539,August 03 2021,DOG,"Bull Dog, French",,U,false,Bronx,
4540,August 03 2021,DOG,Pit Bull,,U,false,Bronx,10455
7360,August 03 2021,DOG,Belgian Malinois,7,F,false,Manhattan,
7363,August 03 2021,DOG,UNKNOWN,,U,false,Manhattan,
11086,August 03 2021,DOG,MIXED,11,M,true,Queens,11364
11088,August 03 2021,DOG,SHEPHERD / HUSKY MIX,7,M,true,Queens,11426
11089,August 03 2021,DOG,Doberman Pinscher,14,M,false,Queens,11354
11112,August 03 2021,DOG,Rottweiler,,U,false,Queens,11372
2419,August 04 2021,DOG,UNKNOWN,,U,false,Brooklyn,
2438,August 04 2021,DOG,UNKNOWN,,U,false,Brooklyn,11232
2456,August 04 2021,DOG,Pit Bull,,F,false,Brooklyn,11229
4550,August 04 2021,DOG,UNKNOWN,,U,false,Bronx,
7361,August 04 2021,DOG,UNKNOWN,5,F,true,Manhattan,10003
7362,August 04 2021,DOG,POODLE MIX,3,F,true,Manhattan,10003
7365,August 04 2021,DOG,UNKNOWN,3,M,true,Manhattan,10280
7366,August 04 2021,DOG,UNKNOWN,,M,false,Manhattan,10039
7367,August 04 2021,DOG,Yorkshire Terrier,,U,true,Manhattan,10030
11087,August 04 2021,DOG,BICHON / MALTIPOO,5,M,true,Queens,11374
11091,August 04 2021,DOG,MIXED,,U,false,Queens,11374
12296,August 04 2021,DOG,UNKNOWN,,U,false,Staten Island,10305
2426,August 05 2021,DOG,UNKNOWN,,U,false,Brooklyn,11208
7368,August 05 2021,DOG,LABRADOR,,U,false,Manhattan,10024
7371,August 05 2021,DOG,Pit Bull,,U,false,Manhattan,
8144,August 05 2021,DOG,UNKNOWN,1,M,true,Other,10701
11094,August 05 2021,DOG,UNKNOWN,,U,false,Queens,11369
11105,August 05 2021,DOG,American Pit Bull Mix / Pit Bull Mix,5,M,true,Queens,11432
12363,August 05 2021,DOG,German Shepherd,,U,false,Staten Island,
2424,August 06 2021,DOG,HOUND X,3,F,true,Brooklyn,11249
2425,August 06 2021,DOG,Pit Bull,,U,false,Brooklyn,11236
2430,August 06 2021,DOG,RETRIEVER,,U,false,Brooklyn,
2434,August 06 2021,DOG,Chihuahua,,U,false,Brooklyn,11234
2435,August 06 2021,DOG,UNKNOWN,,U,false,Brooklyn,11206
2436,August 06 2021,DOG,MIXED,2,M,false,Brooklyn,11220
2440,August 06 2021,DOG,SHEEPADOODLE,2,F,true,Brooklyn,11215
4546,August 06 2021,DOG,Shih Tzu,10,M,false,Bronx,10470
4549,August 06 2021,DOG,"Bull Dog, English",,U,false,Bronx,10462
7370,August 06 2021,DOG,UNKNOWN,,U,false,Manhattan,
8146,August 06 2021,DOG,UNKNOWN,,M,false,Other,
11095,August 06 2021,DOG,"Bull Dog, French",3,M,true,Queens,11428
11097,August 06 2021,DOG,Labrador Retriever,,U,false,Queens,11366
2432,August 07 2021,DOG,American Pit Bull Mix / Pit Bull Mix,1,F,false,Brooklyn,11233
4543,August 07 2021,DOG,Pit Bull,,U,false,Bronx,10472
7372,August 07 2021,DOG,Pit Bull,,U,false,Manhattan,10039
7373,August 07 2021,DOG,UNKNOWN,,U,false,Manhattan,10006
7374,August 07 2021,DOG,Pit Bull,,U,false,Manhattan,
7375,August 07 2021,DOG,Australian Shepherd,1,M,true,Manhattan,
11100,August 07 2021,DOG,Pit Bull,,U,false,Queens,11420
11101,August 07 2021,DOG,UNKNOWN,,U,false,Queens,
11102,August 07 2021,DOG,UNKNOWN,,U,false,Queens,
11103,August 07 2021,DOG,American Pit Bull Mix / Pit Bull Mix,6,F,true,Queens,
11289,August 07 2021,DOG,Bull Terrier,5,M,true,Queens,11416
2431,August 08 2021,DOG,MIXED,1,M,false,Brooklyn,11208
2433,August 08 2021,DOG,UNKNOWN,,U,false,Brooklyn,11235
2441,August 08 2021,DOG,UNKNOWN,,U,false,Brooklyn,11226
7377,August 08 2021,DOG,Bouvier Des Flandres,,M,false,Manhattan,
8145,August 08 2021,DOG,UNKNOWN,,U,false,Other,
11096,August 08 2021,DOG,MIXED,3,F,false,Queens,11434
11098,August 08 2021,DOG,American Pit Bull Mix / Pit Bull Mix,3,M,true,Queens,11369
11099,August 08 2021,DOG,German Shepherd,,U,false,Queens,
12294,August 08 2021,DOG,SHEPARD,,U,false,Staten Island,10314
12295,August 08 2021,DOG,UNKNOWN,,U,false,Staten Island,
12299,August 08 2021,DOG,Pit Bull,,U,false,Staten Island,10309
2443,August 09 2021,DOG,Shih Tzu,,U,false,Brooklyn,11207
4554,August 09 2021,DOG,"Poodle, Toy",,U,false,Bronx,
4568,August 09 2021,DOG,Pit Bull,,U,false,Bronx,10456
4686,August 09 2021,DOG,Pit Bull,,U,false,Bronx,10463
7376,August 09 2021,DOG,Shih Tzu,10,F,true,Manhattan,10065
7378,August 09 2021,DOG,Maltese,,U,false,Manhattan,
7379,August 09 2021,DOG,TERRIER,7,M,true,Manhattan,10023
8147,August 09 2021,DOG,UNKNOWN,,U,false,Other,
11104,August 09 2021,DOG,Chow Chow,,U,false,Queens,11373
12297,August 09 2021,DOG,Pit Bull,,U,false,Staten Island,10303
2437,August 10 2021,DOG,Rottweiler,,M,false,Brooklyn,11226
2442,August 10 2021,DOG,"Poodle, Standard",,U,false,Brooklyn,11226
7380,August 10 2021,DOG,UNKNOWN,9 MTHS,F,false,Manhattan,10009
11106,August 10 2021,DOG,UNKNOWN,,U,false,Queens,11426
11109,August 10 2021,DOG,Yorkshire Terrier,2,F,false,Queens,11432
2439,August 11 2021,DOG,Pit Bull,,M,false,Brooklyn,11236
8149,August 11 2021,DOG,UNKNOWN,9Y,F,true,Other,
11107,August 11 2021,DOG,Pomeranian,6,F,false,Queens,11692
11108,August 11 2021,DOG,UNKNOWN,,U,false,Queens,
11139,August 11 2021,DOG,Pit Bull,,U,false,Queens,11418
2445,August 12 2021,DOG,Pit Bull,,U,false,Brooklyn,
2446,August 12 2021,DOG,"Bull Dog, English",,U,false,Brooklyn,11208
2447,August 12 2021,DOG,Labrador Retriever,3,M,true,Brooklyn,11211
2448,August 12 2021,DOG,BOXER X,,U,false,Brooklyn,11211
2459,August 12 2021,DOG,UNKNOWN,,U,false,Brooklyn,
11110,August 12 2021,DOG,UNKNOWN,,U,false,Queens,11419
11118,August 12 2021,DOG,Pit Bull,1,M,false,Queens,11418
11124,August 12 2021,DOG,American Pit Bull Mix / Pit Bull Mix,2,F,true,Queens,11369
2454,August 13 2021,DOG,MINATURE PINSCHER X,1,M,true,Brooklyn,11208
7385,August 13 2021,DOG,TERRIER,,U,false,Manhattan,
7388,August 13 2021,DOG,Maltese,10,M,true,Manhattan,10033
8148,August 13 2021,DOG,UNKNOWN,,U,false,Other,
11111,August 13 2021,DOG,German Shepherd,4,M,true,Queens,11104
11113,August 13 2021,DOG,Pit Bull,,U,false,Queens,11691
11125,August 13 2021,DOG,Saint Bernard,,U,false,Queens,11429
12356,August 13 2021,DOG,UNKNOWN,,U,false,Staten Island,10304
2449,August 14 2021,DOG,Rottweiler,,U,false,Brooklyn,11209
2450,August 14 2021,DOG,Pit Bull,,U,false,Brooklyn,11225
2451,August 14 2021,DOG,MIXED BREED,1,M,false,Brooklyn,11207
2455,August 14 2021,DOG,MIXED BREED,1,F,false,Brooklyn,11206
4542,August 14 2021,DOG,UNKNOWN,3,M,false,Bronx,10451
7382,August 14 2021,DOG,UNKNOWN,,U,false,Manhattan,
7386,August 14 2021,DOG,UNKNOWN,,U,false,Manhattan,
7387,August 14 2021,DOG,UNKNOWN,,U,false,Manhattan,
8151,August 14 2021,DOG,UNKNOWN,,U,false,Other,
11116,August 14 2021,DOG,"Poodle, Standard",3M,M,false,Queens,11373
11122,August 14 2021,DOG,CORGI,9M,M,false,Queens,11427
11123,August 14 2021,DOG,Siberian Husky,1,F,true,Queens,11373
11126,August 14 2021,DOG,Pit Bull,,U,false,Queens,
11134,August 14 2021,DOG,UNKNOWN,,U,false,Queens,11694
11295,August 14 2021,DOG,Chihuahua,,U,false,Queens,11101
2452,August 15 2021,DOG,Pit Bull,14M,M,false,Brooklyn,11206
2453,August 15 2021,DOG,ROTTWEILER X,1,M,true,Brooklyn,11228
2460,August 15 2021,DOG,Jack Russ,,U,false,Brooklyn,11205
2620,August 15 2021,DOG,Shih Tzu,,U,false,Brooklyn,11220
4545,August 15 2021,DOG,UNKNOWN,,U,false,Bronx,10465
4547,August 15 2021,DOG,,,U,false,Bronx,10473
4548,August 15 2021,DOG,,,U,false,Bronx,
4569,August 15 2021,DOG,,,U,false,Bronx,10453
7381,August 15 2021,DOG,PITBULL MIX,7,M,true,Manhattan,
7383,August 15 2021,DOG,POODLE,3,F,true,Manhattan,10022
7384,August 15 2021,DOG,"Bull Dog, French",,U,false,Manhattan,10012
11114,August 15 2021,DOG,UNKNOWN,,U,false,Queens,11365
11115,August 15 2021,DOG,UNKNOWN,,U,false,Queens,11370
11119,August 15 2021,DOG,BOXER MIX,6,M,true,Queens,
11120,August 15 2021,DOG,Bull dog,3,M,true,Queens,11379
11121,August 15 2021,DOG,Siberian Husky,4,M,true,Queens,
11127,August 15 2021,DOG,"Poodle, Standard",,U,false,Queens,11370
11129,August 15 2021,DOG,UNKNOWN,,U,false,Queens,
11296,August 15 2021,DOG,UNKNOWN,,U,false,Queens,
2458,August 16 2021,DOG,German Shepherd,7,F,false,Brooklyn,11220
2463,August 16 2021,DOG,Pit Bull,,U,false,Brooklyn,11212
4544,August 16 2021,DOG,Cock-A-Poo,2,M,false,Bronx,10473
7389,August 16 2021,DOG,American Eskimo,1,M,false,Manhattan,10013
7390,August 16 2021,DOG,UNKNOWN,6,F,true,Manhattan,
7397,August 16 2021,DOG,UNKNOWN,,U,false,Manhattan,
11117,August 16 2021,DOG,Beagle,,U,false,Queens,11101
12298,August 16 2021,DOG,Pit Bull,4Y,M,false,Staten Island,
2457,August 17 2021,DOG,UNKNOWN,,U,false,Brooklyn,11221
2461,August 17 2021,DOG,Siberian Husky,1,F,false,Brooklyn,11203
2462,August 17 2021,DOG,UNKNOWN,,U,false,Brooklyn,11207
4573,August 17 2021,DOG,,,U,false,Bronx,
7391,August 17 2021,DOG,German Shepherd,1,F,false,Manhattan,
7392,August 17 2021,DOG,German Shepherd,1,F,false,Manhattan,
7393,August 17 2021,DOG,UNKNOWN,,M,false,Manhattan,10035
12362,August 17 2021,DOG,Shiba Inu,8,M,false,Staten Island,
2464,August 18 2021,DOG,MIXED BREED,,U,false,Brooklyn,11209
2469,August 18 2021,DOG,Pit Bull,,U,false,Brooklyn,11217
7394,August 18 2021,DOG,UNKNOWN,,M,false,Manhattan,10035
7395,August 18 2021,DOG,Pit Bull,,U,false,Manhattan,
