DBN,School Name,Grade,Year,Number Tested,# Level 3+4
08X069,P.S. 069 JOURNEY PREP SCHOOL,3,2019,104,81
08X071,P.S. 071 ROSE E. SCALA,3,2019,162,90
08X072,P.S. 072 DR. WILLIAM DORNEY,3,2019,95,44
08X075,P.S. 75 SCHOOL OF RESEARCH AND DISCOVERY,3,2019,84,44
08X093,P.S. 093 ALBERT G. OLIVER,3,2019,38,10
08X100,P.S. 100 ISAAC CLASON,3,2019,89,29
08X107,P.S. 107,3,2019,81,36
08X119,THE DR. EMMETT W. BASSETT SCHOOL,3,2019,127,48
08X130,P.S. 130 ABRAM STEVENS HEWITT,3,2019,56,20
08X138,P.S. 138 SAMUEL RANDALL,3,2019,108,38
08X140,P.S. X140 THE EAGLE SCHOOL,3,2019,75,27
08X146,P.S. 146 EDWARD COLLINS,3,2019,47,10
08X152,P.S. 152 EVERGREEN,3,2019,126,59
08X182,P.S. 182,3,2019,130,57
08X304,P.S. 304 EARLY CHILDHOOD SCHOOL,3,2019,78,54
08X333,THE LONGWOOD ACADEMY OF DISCOVERY,3,2019,64,12
08X392,BRONX DELTA SCHOOL,3,2019,47,31
09X004,P.S./M.S. 004 CROTONA PARK WEST,3,2019,49,25
09X011,P.S. 011 HIGHBRIDGE,3,2019,91,33
09X028,P.S. 028 MOUNT HOPE,3,2019,89,24
09X035,P.S. 035 FRANZ SIEGEL,3,2019,92,29
09X042,P.S. 042 CLAREMONT,3,2019,50,14
09X053,P.S. 053 BASHEER QUISIM,3,2019,149,71
09X055,P.S. 055 BENJAMIN FRANKLIN,3,2019,69,22
09X058,P.S. 058,3,2019,71,22
09X063,P.S. 063 AUTHOR'S ACADEMY,3,2019,94,37
09X070,P.S. 070 MAX SCHOENFELD,3,2019,179,56
09X073,P.S. 073 BRONX,3,2019,101,18
09X088,P.S. X088 - S. SILVERSTEIN LITTLE SPARROW SCHOOL,3,2019,22,7
09X109,P.S. 109 SEDGWICK,3,2019,101,33
09X110,P.S. 110 THEODORE SCHOENFELD,3,2019,62,17
09X114,P.S. X114 - LUIS LLORENS TORRES SCHOOLS,3,2019,125,41
09X126,P.S. 126 DR MARJORIE H DUNBAR,3,2019,67,18
09X132,P.S. 132 GARRET A. MORGAN,3,2019,59,22
09X163,P.S. 163 ARTHUR A. SCHOMBURG,3,2019,81,27
09X199,P.S. 199X - THE SHAKESPEARE SCHOOL,3,2019,117,28
09X204,P.S. 204 MORRIS HEIGHTS,3,2019,115,75
09X218,P.S./I.S. 218 RAFAEL HERNANDEZ DUAL LANGUAGE MAGNE,3,2019,125,40
09X236,P.S. 236 LANGSTON HUGHES,3,2019,46,23
09X274,THE NEW AMERICAN ACADEMY AT ROBERTO CLEMENTE STATE,3,2019,101,20
09X294,THE WALTON AVENUE SCHOOL,3,2019,45,41
09X311,LUCERO ELEMENTARY SCHOOL,3,2019,55,30
09X443,THE FAMILY SCHOOL,3,2019,71,32
09X449,GRANT AVENUE ELEMENTARY SCHOOL,3,2019,58,30
09X457,SHERIDAN ACADEMY FOR YOUNG LEADERS,3,2019,78,29
09X555,MOUNT EDEN CHILDREN'S ACADEMY,3,2019,66,30
10X003,P.S. 3 RAUL JULIA MICRO SOCIETY,3,2019,26,14
10X007,MILTON FEIN SCHOOL,3,2019,94,52
10X008,P.S. 008 ISAAC VARIAN,3,2019,129,28
10X009,P.S. 9 RYER AVENUE ELEMENTARY SCHOOL,3,2019,136,52
10X015,P.S. X015 INSTITUTE FOR ENVIRONMENTAL LEARNING,3,2019,44,25
10X023,P.S. 023 THE NEW CHILDREN'S SCHOOL,3,2019,47,14
10X024,P.S. 024 SPUYTEN DUYVIL,3,2019,138,90
10X032,P.S. 032 BELMONT,3,2019,124,36
10X033,P.S. 033 TIMOTHY DWIGHT,3,2019,127,26
10X037,P.S. X037 - MULTIPLE INTELLIGENCE SCHOOL,3,2019,64,21
10X046,P.S. 046 EDGAR ALLAN POE,3,2019,139,45
10X051,P.S. 051 BRONX NEW SCHOOL,3,2019,29,6
10X054,P.S./I.S. 54,3,2019,77,32
10X056,P.S. 056 NORWOOD HEIGHTS,3,2019,112,74
10X059,P.S. 059 THE COMMUNITY SCHOOL OF TECHNOLOGY,3,2019,87,12
10X077,BEDFORD PARK ELEMENTARY SCHOOL,3,2019,63,23
10X081,P.S. 081 ROBERT J. CHRISTEN,3,2019,82,65
10X085,P.S. 085 GREAT EXPECTATIONS,3,2019,135,38
10X086,P.S. 086 KINGSBRIDGE HEIGHTS,3,2019,220,125
10X091,P.S. 091 BRONX,3,2019,114,29
10X094,P.S. 094 KINGS COLLEGE SCHOOL,3,2019,197,30
10X095,P.S. 095 SHEILA MENCHER,3,2019,131,54
10X159,P.S. 159 LUIS MUNOZ MARIN BILING,3,2019,31,11
10X205,P.S. 205 FIORELLO LAGUARDIA,3,2019,157,72
10X207,P.S. 207,3,2019,72,14
10X226,P.S. 226,3,2019,65,15
10X246,P.S. 246 POE CENTER,3,2019,89,30
10X280,P.S./M.S. 280 MOSHOLU PARKWAY,3,2019,87,28
10X291,P.S. 291,3,2019,90,31
10X306,P.S. 306,3,2019,100,28
10X307,LUISA PINEIRO FUENTES SCHOOL OF SCIENCE AND DISCOV,3,2019,61,21
10X310,P.S. 310 MARBLE HILL,3,2019,92,32
10X315,P.S. 315 LAB SCHOOL,3,2019,19,8
10X340,P.S. 340,3,2019,93,24
10X344,AMPARK NEIGHBORHOOD,3,2019,57,36
10X360,P.S. 360,3,2019,65,17
10X386,SCHOOL FOR ENVIRONMENTAL CITIZENSHIP,3,2019,94,24
10X396,P.S. 396,3,2019,34,12
11X016,P.S. 016 WAKEFIELD,3,2019,52,15
11X019,P.S. 019 JUDITH K. WEISS,3,2019,56,33
11X021,P.S. 021 PHILIP H. SHERIDAN,3,2019,92,29
11X041,P.S. 041 GUN HILL ROAD,3,2019,141,51
11X068,P.S. 068 BRONX,3,2019,113,60
11X076,P.S. 076 THE BENNINGTON SCHOOL,3,2019,146,19
11X078,P.S. 078 ANNE HUTCHINSON,3,2019,113,33
11X083,P.S. 083 DONALD HERTZ,3,2019,156,82
11X087,P.S. 087 BRONX,3,2019,104,44
11X089,P.S. 089 BRONX,3,2019,163,44
11X096,P.S. 096 RICHARD RODGERS,3,2019,143,40
11X097,P.S. 097 BRONX,3,2019,102,47
11X103,P.S. 103 HECTOR FONTANEZ,3,2019,182,63
11X105,P.S. 105 SEN ABRAHAM BERNSTEIN,3,2019,148,43
11X106,P.S. 106 PARKCHESTER,3,2019,148,75
11X108,P.S. 108 PHILIP J. ABINANTI,3,2019,87,46
11X111,P.S. 111 SETON FALLS,3,2019,96,26
11X112,P.S. 112 BRONXWOOD,3,2019,57,14
11X121,P.S. 121 THROOP,3,2019,123,61
11X153,P.S. 153 HELEN KELLER,3,2019,116,67
11X160,P.S. 160 WALT DISNEY,3,2019,54,27
11X169,BAYCHESTER ACADEMY,3,2019,64,41
11X175,P.S. 175 CITY ISLAND,3,2019,42,17
11X178,P.S. 178 - DR. SELMAN WAKSMAN,3,2019,60,11
11X189,CORNERSTONE ACADEMY FOR SOCIAL ACTION,3,2019,44,3
11X194,P.S./M.S. 194,3,2019,119,46
11X357,YOUNG VOICES ACADEMY OF THE BRONX,3,2019,59,43
11X481,THE STEAM BRIDGE SCHOOL,3,2019,34,25
11X483,THE MATILDA AVENUE SCHOOL,3,2019,35,17
11X498,P.S./M.S. 11X498 - VAN NEST ACADEMY,3,2019,60,27
11X567,LINDEN TREE ELEMENTARY SCHOOL,3,2019,59,21
12X006,P.S. 006 WEST FARMS,3,2019,85,19
12X044,P.S. 044 DAVID C. FARRAGUT,3,2019,44,26
12X047,P.S. 047 JOHN RANDOLPH,3,2019,202,59
12X057,P.S. 057 CRESCENT,3,2019,83,22
12X061,P.S. 061 FRANCISCO OLLER,3,2019,38,14
12X066,P.S. 066 SCHOOL OF HIGHER EXPECTATIONS,3,2019,90,36
12X067,P.S. 067 MOHEGAN SCHOOL,3,2019,64,32
12X134,P.S. 134 GEORGE F. BRISTOW,3,2019,93,19
12X150,P.S. 150 CHARLES JAMES FOX,3,2019,106,42
12X195,P.S. 195,3,2019,149,43
12X196,P.S. 196,3,2019,141,47
12X211,P.S. 211,3,2019,50,11
12X212,P.S. 212,3,2019,20,2
12X214,P.S. 214,3,2019,102,38
12X300,THE SCHOOL OF SCIENCE AND APPLIED LEARNING,3,2019,94,35
12X314,FAIRMONT NEIGHBORHOOD SCHOOL,3,2019,42,13
12X458,SAMARA COMMUNITY SCHOOL,3,2019,41,18
12X463,URBAN SCHOLARS COMMUNITY SCHOOL,3,2019,36,18
12X531,ARCHER ELEMENTARY SCHOOL,3,2019,71,16
12X536,P.S. 536,3,2019,71,15
12X691,BRONX LITTLE SCHOOL,3,2019,51,24
13K003,P.S. 003 THE BEDFORD VILLAGE,3,2019,45,16
13K008,P.S. 008 ROBERT FULTON,3,2019,87,67
13K009,P.S. 009 TEUNIS G. BERGEN,3,2019,94,70
13K011,P.S. 011 PURVIS J. BEHAN,3,2019,115,95
13K020,P.S. 020 CLINTON HILL,3,2019,67,37
13K044,P.S. 044 MARCUS GARVEY,3,2019,14,6
13K046,P.S. 046 EDWARD C. BLUM,3,2019,34,11
13K054,P.S. 054 SAMUEL C. BARNES,3,2019,26,10
13K056,P.S. 056 LEWIS H. LATIMER,3,2019,30,8
13K067,P.S. 067 CHARLES A. DORSEY,3,2019,27,6
13K093,P.S. 093 WILLIAM H. PRESCOTT,3,2019,28,4
13K133,P.S. 133 WILLIAM A. BUTLER,3,2019,88,55
13K256,P.S. 256 BENJAMIN BANNEKER,3,2019,34,10
13K270,P.S. 270 JOHANN DEKALB,3,2019,15,3
