CAD_EVNT_ID,CREATE_DATE,INCIDENT_DATE,INCIDENT_TIME,NYPD_PCT_CD,BORO_NM,PATRL_BORO_NM,GEO_CD_X,GEO_CD_Y,RADIO_CODE,TYP_DESC,CIP_JOBS,ADD_TS,DISP_TS,ARRIVD_TS,CLOSNG_TS,Latitude,Longitude
74179550,01/10/2021,01/10/2021,21:00:06,52,BRONX,PATROL BORO BRONX,1013425,254814,75M,TRAIN RUN/MOBILE ORDER MAINTENANCE SWEEP,Non CIP,01/10/2021 09:00:06 PM,01/10/2021 09:00:06 PM,01/10/2021 09:00:06 PM,01/10/2021 09:58:46 PM,40.866040,-73.894520
74181217,01/10/2021,01/10/2021,23:00:04,63,BROOKLYN,PATROL BORO BKLYN SOUTH,1004445,166064,10Y3,INVESTIGATE/POSSIBLE CRIME: SERIOUS/OTHER,Non CIP,01/10/2021 11:00:04 PM,01/10/2021 11:05:26 PM,,01/10/2021 11:22:42 PM,40.622469,-73.927254
74181813,01/11/2021,01/11/2021,00:00:29,19,MANHATTAN,PATROL BORO MAN NORTH,994671,221989,11C4,ALARMS: COMMERCIAL/BURGLARY,Non CIP,01/11/2021 12:21:45 AM,01/11/2021 12:28:22 AM,01/11/2021 12:32:01 AM,01/11/2021 01:00:16 AM,40.775987,-73.962376
74181814,01/11/2021,01/11/2021,00:00:32,26,MANHATTAN,PATROL BORO MAN NORTH,996223,236790,39H1,OTHER CRIMES (IN PROGRESS): HARASSMENT/INSIDE,Non Critical,01/11/2021 12:00:32 AM,01/11/2021 12:03:07 AM,01/11/2021 02:17:24 AM,01/11/2021 02:17:48 AM,40.816610,-73.956746
74181815,01/11/2021,01/11/2021,00:00:37,34,MANHATTAN,PATROL BORO MAN NORTH,1004369,249351,53I,VEHICLE ACCIDENT: INJURY,Non CIP,01/11/2021 12:00:37 AM,01/11/2021 12:03:16 AM,01/11/2021 12:05:08 AM,01/11/2021 07:34:07 AM,40.851071,-73.927278
74181816,01/11/2021,01/11/2021,00:00:41,1,MANHATTAN,PATROL BORO MAN SOUTH,982083,201305,75D,VISIBILITY PATROL: DIRECTED,Non CIP,01/11/2021 12:00:41 AM,01/11/2021 12:00:43 AM,01/11/2021 12:00:45 AM,01/11/2021 01:01:34 AM,40.719220,-74.007819
74181817,01/11/2021,01/11/2021,00:00:41,121,STATEN ISLAND,PATROL BORO STATEN ISLAND,940721,155292,75D,VISIBILITY PATROL: DIRECTED,Non CIP,01/11/2021 12:00:41 AM,01/11/2021 12:00:41 AM,01/11/2021 12:00:41 AM,01/11/2021 12:41:31 AM,40.592818,-74.156735
74181818,01/11/2021,01/11/2021,00:00:46,79,BROOKLYN,PATROL BORO BKLYN NORTH,995918,190891,75D,VISIBILITY PATROL: DIRECTED,Non CIP,01/11/2021 12:00:46 AM,01/11/2021 12:01:11 AM,01/11/2021 12:01:13 AM,01/11/2021 12:12:40 AM,40.690629,-73.957927
74181819,01/11/2021,01/11/2021,00:00:53,40,BRONX,PATROL BORO BRONX,1009769,236748,75S,STATION INSPECTION BY TRANSIT BUREAU PERSONNEL,Non CIP,01/11/2021 12:00:53 AM,01/11/2021 12:00:53 AM,01/11/2021 12:00:53 AM,01/11/2021 12:19:16 AM,40.816466,-73.907807
74181820,01/11/2021,01/11/2021,00:00:54,113,QUEENS,PATROL BORO QUEENS SOUTH,1048551,187251,75D,VISIBILITY PATROL: DIRECTED,Non CIP,01/11/2021 12:00:54 AM,01/11/2021 12:00:54 AM,01/11/2021 12:00:54 AM,01/11/2021 08:05:08 AM,40.680412,-73.768171
74181821,01/11/2021,01/11/2021,00:00:55,52,BRONX,PATROL BORO BRONX,1010620,252255,54U1,AMBULANCE CASE: UNCONSCIOUS/INSIDE,Non CIP,01/11/2021 12:00:55 AM,01/11/2021 12:08:59 AM,,01/11/2021 12:36:45 AM,40.859025,-73.904672
74181822,01/11/2021,01/11/2021,00:00:57,114,QUEENS,PATROL BORO QUEENS NORTH,999113,214335,75D,VISIBILITY PATROL: DIRECTED,Non CIP,01/11/2021 12:00:57 AM,01/11/2021 12:00:57 AM,01/11/2021 12:00:57 AM,01/11/2021 12:14:08 AM,40.754972,-73.946355
74181823,01/11/2021,01/11/2021,00:01:00,9,MANHATTAN,PATROL BORO MAN SOUTH,989784,203260,44H1,HAZ MAT: INSIDE,Non CIP,01/11/2021 12:01:00 AM,01/11/2021 12:04:00 AM,,01/11/2021 01:29:09 AM,40.724585,-73.980036
74181824,01/11/2021,01/11/2021,00:01:04,81,BROOKLYN,PATROL BORO BKLYN NORTH,1003308,192148,54E1,AMBULANCE CASE: EDP/INSIDE,Non CIP,01/11/2021 12:01:04 AM,01/11/2021 12:03:30 AM,,01/11/2021 12:08:09 AM,40.694066,-73.931276
74181824,01/11/2021,01/11/2021,00:01:04,81,BROOKLYN,PATROL BORO BKLYN NORTH,1003308,192148,54E1,AMBULANCE CASE: EDP/INSIDE,Non CIP,01/11/2021 12:01:04 AM,01/11/2021 12:04:16 AM,01/11/2021 12:04:20 AM,01/11/2021 07:24:48 AM,40.694066,-73.931276
74181826,01/11/2021,01/11/2021,00:01:11,121,STATEN ISLAND,PATROL BORO STATEN ISLAND,938234,169632,75D,VISIBILITY PATROL: DIRECTED,Non CIP,01/11/2021 12:01:11 AM,01/11/2021 12:01:23 AM,01/11/2021 12:01:26 AM,01/11/2021 01:09:34 AM,40.632166,-74.165787
74181827,01/11/2021,01/11/2021,00:01:13,20,MANHATTAN,PATROL BORO MAN NORTH,989796,221921,75D,VISIBILITY PATROL: DIRECTED,Non CIP,01/11/2021 12:01:13 AM,01/11/2021 12:01:13 AM,01/11/2021 12:01:13 AM,01/11/2021 01:56:46 AM,40.775805,-73.979977
74181828,01/11/2021,01/11/2021,00:01:15,20,MANHATTAN,PATROL BORO MAN NORTH,991168,225324,59R4,FIRE: FIRE MULTI DWELLING,Non CIP,01/11/2021 12:01:15 AM,01/11/2021 12:01:50 AM,01/11/2021 12:04:52 AM,01/11/2021 12:12:12 AM,40.785144,-73.975020
74181830,01/11/2021,01/11/2021,00:01:17,68,BROOKLYN,PATROL BORO BKLYN SOUTH,974350,166254,68Q2,SEE COMPLAINANT: OTHER/OUTSIDE,Non CIP,01/11/2021 12:01:17 AM,01/11/2021 12:01:19 AM,01/11/2021 12:01:21 AM,01/11/2021 12:08:01 AM,40.623008,-74.035664
74181832,01/11/2021,01/11/2021,00:01:20,32,MANHATTAN,PATROL BORO MAN NORTH,1001866,242723,54S1,AMBULANCE CASE: SERIOUS/INSIDE,Non CIP,01/11/2021 12:01:20 AM,01/11/2021 12:12:20 AM,,01/11/2021 12:29:29 AM,40.832885,-73.936343
74181833,01/11/2021,01/11/2021,00:01:27,63,BROOKLYN,PATROL BORO BKLYN SOUTH,1006895,170836,75D,VISIBILITY PATROL: DIRECTED,Non CIP,01/11/2021 12:01:27 AM,01/11/2021 12:01:40 AM,01/11/2021 12:01:43 AM,01/11/2021 12:37:51 AM,40.635561,-73.918412
74181834,01/11/2021,01/11/2021,00:01:28,46,BRONX,PATROL BORO BRONX,1006150,247445,39T1,OTHER CRIMES (IN PROGRESS): TRESPASS/INSIDE,Non Critical,01/11/2021 12:01:28 AM,01/11/2021 12:03:04 AM,01/11/2021 12:42:32 AM,01/11/2021 01:34:29 AM,40.845836,-73.920847
74181836,01/11/2021,01/11/2021,00:01:35,102,QUEENS,PATROL BORO QUEENS SOUTH,1030573,197043,21R,BURGLARY (PAST): RESIDENCE,Non CIP,01/11/2021 12:01:35 AM,01/11/2021 12:59:45 AM,01/11/2021 03:50:37 AM,01/11/2021 03:57:23 AM,40.707401,-73.832921
74181837,01/11/2021,01/11/2021,00:01:38,48,BRONX,PATROL BORO BRONX,1016530,251528,32Q2,LARCENY (IN PROGRESS): OTHER/OUTSIDE,Serious,01/11/2021 12:01:38 AM,01/11/2021 12:02:36 AM,01/11/2021 12:05:32 AM,01/11/2021 05:19:49 AM,40.857010,-73.883310
74181838,01/11/2021,01/11/2021,00:01:46,62,BROOKLYN,PATROL BORO BKLYN SOUTH,991389,161525,52V6,DISPUTE: VIOL ORDER PROTECT/FAMILY,Non CIP,01/11/2021 12:01:46 AM,01/11/2021 12:02:39 AM,01/11/2021 12:15:45 AM,01/11/2021 01:33:12 AM,40.610031,-73.974290
74181839,01/11/2021,01/11/2021,00:01:47,73,BROOKLYN,PATROL BORO BKLYN NORTH,1010383,179682,10H1,INVESTIGATE/POSSIBLE CRIME: CALLS FOR HELP/INSIDE,Non CIP,01/11/2021 12:01:47 AM,01/11/2021 12:02:04 AM,01/11/2021 12:10:41 AM,01/11/2021 12:41:34 AM,40.659832,-73.905811
74181840,01/11/2021,01/11/2021,00:01:49,101,QUEENS,PATROL BORO QUEENS SOUTH,1044122,155673,75B,BUS INVESTIGATION,Non CIP,01/11/2021 12:01:49 AM,01/11/2021 12:01:49 AM,01/11/2021 12:01:49 AM,01/11/2021 12:08:03 AM,40.593769,-73.784419
74181841,01/11/2021,01/11/2021,00:01:49,47,BRONX,PATROL BORO BRONX,1025466,263475,10S2,INVESTIGATE/POSSIBLE CRIME: SHOTS FIRED/OUTSIDE,Critical,01/11/2021 12:01:49 AM,01/11/2021 12:03:30 AM,01/11/2021 12:05:07 AM,01/11/2021 12:08:58 AM,40.889764,-73.850934
74181842,01/11/2021,01/11/2021,00:01:53,34,MANHATTAN,PATROL BORO MAN NORTH,1005067,253189,75D,VISIBILITY PATROL: DIRECTED,Non CIP,01/11/2021 12:01:53 AM,01/11/2021 12:02:02 AM,01/11/2021 12:02:04 AM,01/11/2021 04:40:00 AM,40.861604,-73.924743
74181843,01/11/2021,01/11/2021,00:01:55,1,MANHATTAN,PATROL BORO MAN SOUTH,981760,197923,75M,TRAIN RUN/MOBILE ORDER MAINTENANCE SWEEP,Non CIP,01/11/2021 12:01:55 AM,01/11/2021 12:01:55 AM,01/11/2021 12:01:55 AM,01/11/2021 12:17:32 AM,40.709938,-74.008983
74181844,01/11/2021,01/11/2021,00:02:13,72,BROOKLYN,PATROL BORO BKLYN SOUTH,984147,175275,52D6,DISPUTE: FAMILY,Non CIP,01/11/2021 12:02:13 AM,01/11/2021 12:04:05 AM,01/11/2021 12:12:07 AM,01/11/2021 02:23:27 AM,40.647774,-74.000373
74181846,01/11/2021,01/11/2021,00:02:30,122,STATEN ISLAND,PATROL BORO STATEN ISLAND,957817,152216,75D,VISIBILITY PATROL: DIRECTED,Non CIP,01/11/2021 12:02:30 AM,01/11/2021 12:02:30 AM,01/11/2021 12:02:30 AM,01/11/2021 12:39:56 AM,40.584443,-74.095166
74181847,01/11/2021,01/11/2021,00:02:31,5,MANHATTAN,PATROL BORO MAN SOUTH,985573,200111,39H1,OTHER CRIMES (IN PROGRESS): HARASSMENT/INSIDE,Non Critical,01/11/2021 12:02:31 AM,01/11/2021 12:05:29 AM,01/11/2021 12:05:39 AM,01/11/2021 12:09:35 AM,40.715943,-73.995229
74181848,01/11/2021,01/11/2021,00:02:38,41,BRONX,PATROL BORO BRONX,1011949,239415,75C,COMMUNITY TIME,Non CIP,01/11/2021 12:02:38 AM,01/11/2021 12:02:38 AM,01/11/2021 12:02:38 AM,01/11/2021 01:04:16 AM,40.823779,-73.899920
74181850,01/11/2021,01/11/2021,00:02:41,60,BROOKLYN,PATROL BORO BKLYN SOUTH,988760,153804,75S,STATION INSPECTION BY TRANSIT BUREAU PERSONNEL,Non CIP,01/11/2021 12:02:41 AM,01/11/2021 12:02:41 AM,01/11/2021 12:02:41 AM,01/11/2021 12:09:04 AM,40.588840,-73.983763
74181852,01/11/2021,01/11/2021,00:02:51,44,BRONX,PATROL BORO BRONX,1010198,247026,10K1,INVESTIGATE/POSSIBLE CRIME: KNIFE/INSIDE,Non CIP,01/11/2021 12:02:51 AM,01/11/2021 12:03:26 AM,01/11/2021 12:05:19 AM,01/11/2021 12:08:53 AM,40.844675,-73.906218
74181854,01/11/2021,01/11/2021,00:03:00,70,BROOKLYN,PATROL BORO BKLYN SOUTH,996189,172233,68Q1,SEE COMPLAINANT: OTHER/INSIDE,Non CIP,01/11/2021 12:03:00 AM,01/11/2021 12:03:00 AM,01/11/2021 12:03:00 AM,01/11/2021 12:36:07 AM,40.639417,-73.956983
74181855,01/11/2021,01/11/2021,00:03:05,78,BROOKLYN,PATROL BORO BKLYN SOUTH,990421,188642,75S,STATION INSPECTION BY TRANSIT BUREAU PERSONNEL,Non CIP,01/11/2021 12:03:05 AM,01/11/2021 12:03:05 AM,01/11/2021 12:03:05 AM,01/11/2021 12:07:16 AM,40.684462,-73.977751
74181857,01/11/2021,01/11/2021,00:03:27,40,BRONX,PATROL BORO BRONX,1004483,232833,34W1,ASSAULT (IN PROGRESS): WEAPON/INSIDE,Critical,01/11/2021 12:03:28 AM,01/11/2021 12:12:34 AM,01/11/2021 12:15:34 AM,01/11/2021 07:28:58 AM,40.805734,-73.926916
74181858,01/11/2021,01/11/2021,00:03:40,70,BROOKLYN,PATROL BORO BKLYN SOUTH,998607,170251,50P9,DISORDERLY: PERSON/TRANSIT,Non CIP,01/11/2021 12:03:40 AM,01/11/2021 12:04:55 AM,01/11/2021 01:38:00 AM,01/11/2021 02:34:38 AM,40.633973,-73.948275
74181860,01/11/2021,01/11/2021,00:03:43,73,BROOKLYN,PATROL BORO BKLYN NORTH,1010309,186915,75M,TRAIN RUN/MOBILE ORDER MAINTENANCE SWEEP,Non CIP,01/11/2021 12:03:43 AM,01/11/2021 12:03:43 AM,01/11/2021 12:03:43 AM,01/11/2021 12:24:12 AM,40.679685,-73.906050
74181861,01/11/2021,01/11/2021,00:03:44,61,BROOKLYN,PATROL BORO BKLYN SOUTH,999204,157863,50P2,DISORDERLY: PERSON/OUTSIDE,Non CIP,01/11/2021 12:03:44 AM,01/11/2021 12:05:40 AM,01/11/2021 12:10:32 AM,01/11/2021 12:13:27 AM,40.599969,-73.946151
74181862,01/11/2021,01/11/2021,00:03:45,68,BROOKLYN,PATROL BORO BKLYN SOUTH,982315,166687,68Q2,SEE COMPLAINANT: OTHER/OUTSIDE,Non CIP,01/11/2021 12:03:45 AM,01/11/2021 12:03:47 AM,01/11/2021 12:03:59 AM,01/11/2021 01:13:15 AM,40.624202,-74.006972
74181863,01/11/2021,01/11/2021,00:03:47,50,BRONX,PATROL BORO BRONX,1009102,260111,54S1,AMBULANCE CASE: SERIOUS/INSIDE,Non CIP,01/11/2021 12:03:47 AM,01/11/2021 12:14:08 AM,,01/11/2021 01:06:37 AM,40.880592,-73.910130
74181864,01/11/2021,01/11/2021,00:03:49,52,BRONX,PATROL BORO BRONX,1010668,253614,75C,COMMUNITY TIME,Non CIP,01/11/2021 12:03:49 AM,01/11/2021 12:03:50 AM,01/11/2021 12:03:53 AM,01/11/2021 02:15:33 AM,40.862755,-73.904493
74181865,01/11/2021,01/11/2021,00:04:03,7,MANHATTAN,PATROL BORO MAN SOUTH,987977,200884,54S2,AMBULANCE CASE: SERIOUS/OUTSIDE,Non CIP,01/11/2021 12:04:03 AM,01/11/2021 12:24:23 AM,,01/11/2021 12:30:55 AM,40.718064,-73.986557
74181866,01/11/2021,01/11/2021,00:04:03,121,STATEN ISLAND,PATROL BORO STATEN ISLAND,946783,170902,75D,VISIBILITY PATROL: DIRECTED,Non CIP,01/11/2021 12:04:03 AM,01/11/2021 12:04:03 AM,01/11/2021 12:04:03 AM,01/11/2021 12:22:17 AM,40.635692,-74.134994
74181867,01/11/2021,01/11/2021,00:04:04,60,BROOKLYN,PATROL BORO BKLYN SOUTH,989420,149230,75M,TRAIN RUN/MOBILE ORDER MAINTENANCE SWEEP,Non CIP,01/11/2021 12:04:04 AM,01/11/2021 12:04:04 AM,01/11/2021 12:04:04 AM,01/11/2021 12:08:15 AM,40.576285,-73.981391
74181868,01/11/2021,01/11/2021,00:04:05,83,BROOKLYN,PATROL BORO BKLYN NORTH,1007519,189659,68Q1,SEE COMPLAINANT: OTHER/INSIDE,Non CIP,01/11/2021 12:04:05 AM,01/11/2021 12:04:05 AM,01/11/2021 12:04:05 AM,01/11/2021 12:20:28 AM,40.687225,-73.916099
74181869,01/11/2021,01/11/2021,00:04:08,106,QUEENS,PATROL BORO QUEENS SOUTH,1035244,185901,52D6,DISPUTE: FAMILY,Non CIP,01/11/2021 12:04:08 AM,01/11/2021 12:04:55 AM,01/11/2021 12:38:04 AM,01/11/2021 12:49:41 AM,40.676793,-73.816158
74181871,01/11/2021,01/11/2021,00:04:22,7,MANHATTAN,PATROL BORO MAN SOUTH,987418,201134,75O,TRAIN ORDER MAINTENANCE SWEEP (TOMS),Non CIP,01/11/2021 12:04:22 AM,01/11/2021 12:04:22 AM,01/11/2021 12:04:22 AM,01/11/2021 12:37:14 AM,40.718751,-73.988573
74181872,01/11/2021,01/11/2021,00:04:22,40,BRONX,PATROL BORO BRONX,1004552,234872,75M,TRAIN RUN/MOBILE ORDER MAINTENANCE SWEEP,Non CIP,01/11/2021 12:04:22 AM,01/11/2021 12:04:22 AM,01/11/2021 12:04:22 AM,01/11/2021 12:29:32 AM,40.811330,-73.926661
74181873,01/11/2021,01/11/2021,00:04:30,108,QUEENS,PATROL BORO QUEENS NORTH,998722,213941,75S,STATION INSPECTION BY TRANSIT BUREAU PERSONNEL,Non CIP,01/11/2021 12:04:30 AM,01/11/2021 12:04:30 AM,01/11/2021 12:04:30 AM,01/11/2021 12:08:11 AM,40.753892,-73.947767
74181875,01/11/2021,01/11/2021,00:04:43,114,QUEENS,PATROL BORO QUEENS NORTH,1003565,221176,31R,BURGLARY (IN PROGRESS): RESIDENCE,Critical,01/11/2021 12:04:43 AM,01/11/2021 12:05:21 AM,01/11/2021 12:08:39 AM,01/11/2021 12:36:05 AM,40.773740,-73.930266
74181876,01/11/2021,01/11/2021,00:04:44,25,MANHATTAN,PATROL BORO MAN NORTH,1001797,232216,75S,STATION INSPECTION BY TRANSIT BUREAU PERSONNEL,Non CIP,01/11/2021 12:04:44 AM,01/11/2021 12:04:44 AM,01/11/2021 12:04:44 AM,01/11/2021 12:25:43 AM,40.804046,-73.936620
74181877,01/11/2021,01/11/2021,00:04:45,14,MANHATTAN,PATROL BORO MAN SOUTH,986301,214682,75D,VISIBILITY PATROL: DIRECTED,Non CIP,01/11/2021 12:04:45 AM,01/11/2021 12:04:45 AM,01/11/2021 12:04:45 AM,01/11/2021 12:34:55 AM,40.755937,-73.992598
74181878,01/11/2021,01/11/2021,00:04:55,10,MANHATTAN,PATROL BORO MAN SOUTH,985366,212065,75D,VISIBILITY PATROL: DIRECTED,Non CIP,01/11/2021 12:04:55 AM,01/11/2021 12:04:55 AM,01/11/2021 12:04:55 AM,01/11/2021 12:46:37 AM,40.748754,-73.995974
74181879,01/11/2021,01/11/2021,00:05:13,121,STATEN ISLAND,PATROL BORO STATEN ISLAND,947576,171979,75C,COMMUNITY TIME,Non CIP,01/11/2021 12:05:13 AM,01/11/2021 12:05:16 AM,01/11/2021 12:05:19 AM,01/11/2021 12:25:33 AM,40.638652,-74.132143
74181880,01/11/2021,01/11/2021,00:05:13,121,STATEN ISLAND,PATROL BORO STATEN ISLAND,937652,159584,54S1,AMBULANCE CASE: SERIOUS/INSIDE,Non CIP,01/11/2021 12:05:13 AM,01/11/2021 12:11:01 AM,,01/11/2021 12:41:43 AM,40.604583,-74.167815
74181881,01/11/2021,01/11/2021,00:05:16,43,BRONX,PATROL BORO BRONX,1020945,242505,75S,STATION INSPECTION BY TRANSIT BUREAU PERSONNEL,Non CIP,01/11/2021 12:05:16 AM,01/11/2021 12:05:16 AM,01/11/2021 12:05:16 AM,01/11/2021 12:23:01 AM,40.832228,-73.867400
74181882,01/11/2021,01/11/2021,00:05:16,46,BRONX,PATROL BORO BRONX,1006900,247997,54U1,AMBULANCE CASE: UNCONSCIOUS/INSIDE,Non CIP,01/11/2021 12:05:16 AM,01/11/2021 12:09:35 AM,01/11/2021 12:20:19 AM,01/11/2021 12:41:23 AM,40.847349,-73.918134
74181883,01/11/2021,01/11/2021,00:05:17,69,BROOKLYN,PATROL BORO BKLYN SOUTH,1008440,174569,75D,VISIBILITY PATROL: DIRECTED,Non CIP,01/11/2021 12:05:17 AM,01/11/2021 12:05:19 AM,01/11/2021 12:05:21 AM,01/11/2021 12:38:37 AM,40.645803,-73.912832
74181884,01/11/2021,01/11/2021,00:05:22,20,MANHATTAN,PATROL BORO MAN NORTH,990252,221817,56S,VERIFY AMB NEEDED,Non CIP,01/11/2021 12:05:22 AM,01/11/2021 12:06:41 AM,01/11/2021 12:24:13 AM,01/11/2021 12:38:04 AM,40.775519,-73.978331
74181885,01/11/2021,01/11/2021,00:05:27,101,QUEENS,PATROL BORO QUEENS SOUTH,1055020,159688,68Q1,SEE COMPLAINANT: OTHER/INSIDE,Non CIP,01/11/2021 12:05:27 AM,01/11/2021 12:05:29 AM,01/11/2021 12:12:31 AM,01/11/2021 12:30:22 AM,40.604709,-73.745137
74181886,01/11/2021,01/11/2021,00:05:36,72,BROOKLYN,PATROL BORO BKLYN SOUTH,979369,173082,75M,TRAIN RUN/MOBILE ORDER MAINTENANCE SWEEP,Non CIP,01/11/2021 12:05:36 AM,01/11/2021 12:05:36 AM,01/11/2021 12:05:36 AM,01/11/2021 12:15:12 AM,40.641754,-74.017589
74181887,01/11/2021,01/11/2021,00:05:37,88,BROOKLYN,PATROL BORO BKLYN NORTH,993211,191552,10P1,INVESTIGATE/POSSIBLE CRIME: SUSP PERSON/INSIDE (PROWLER),Non CIP,01/11/2021 12:05:37 AM,01/11/2021 12:05:50 AM,01/11/2021 12:18:59 AM,01/11/2021 12:19:59 AM,40.692446,-73.967688
74181888,01/11/2021,01/11/2021,00:05:40,17,MANHATTAN,PATROL BORO MAN SOUTH,991108,212925,75D,VISIBILITY PATROL: DIRECTED,Non CIP,01/11/2021 12:05:40 AM,01/11/2021 12:05:40 AM,01/11/2021 12:05:40 AM,01/11/2021 12:44:28 AM,40.751112,-73.975249
74181889,01/11/2021,01/11/2021,00:05:50,10,MANHATTAN,PATROL BORO MAN SOUTH,985697,211734,75D,VISIBILITY PATROL: DIRECTED,Non CIP,01/11/2021 12:05:50 AM,01/11/2021 12:05:50 AM,01/11/2021 12:05:50 AM,01/11/2021 12:25:54 AM,40.747846,-73.994779
74181890,01/11/2021,01/11/2021,00:05:53,18,MANHATTAN,PATROL BORO MAN SOUTH,989310,218934,75S,STATION INSPECTION BY TRANSIT BUREAU PERSONNEL,Non CIP,01/11/2021 12:05:53 AM,01/11/2021 12:05:53 AM,01/11/2021 12:05:53 AM,01/11/2021 01:08:24 AM,40.767606,-73.981734
74181891,01/11/2021,01/11/2021,00:05:55,52,BRONX,PATROL BORO BRONX,1014298,253239,32Q2,LARCENY (IN PROGRESS): OTHER/OUTSIDE,Serious,01/11/2021 12:05:55 AM,01/11/2021 12:06:30 AM,01/11/2021 12:07:00 AM,01/11/2021 12:20:12 AM,40.861714,-73.891371
74181892,01/11/2021,01/11/2021,00:05:56,18,MANHATTAN,PATROL BORO MAN SOUTH,989741,215196,11C4,ALARMS: COMMERCIAL/BURGLARY,Non CIP,01/11/2021 12:21:55 AM,01/11/2021 12:22:37 AM,01/11/2021 12:30:40 AM,01/11/2021 12:46:07 AM,40.757346,-73.980181
74181893,01/11/2021,01/11/2021,00:05:57,70,BROOKLYN,PATROL BORO BKLYN SOUTH,996189,172233,75D,VISIBILITY PATROL: DIRECTED,Non CIP,01/11/2021 12:05:57 AM,01/11/2021 12:05:57 AM,01/11/2021 12:05:57 AM,01/11/2021 01:25:30 AM,40.639417,-73.956983
74181894,01/11/2021,01/11/2021,00:05:59,41,BRONX,PATROL BORO BRONX,1015095,236812,10M1,INVESTIGATE/POSSIBLE CRIME: MARIJUANA/INSIDE,Non CIP,01/11/2021 12:05:59 AM,01/11/2021 12:14:57 AM,01/11/2021 12:40:19 AM,01/11/2021 12:52:11 AM,40.816624,-73.888565
74181897,01/11/2021,01/11/2021,00:06:19,78,BROOKLYN,PATROL BORO BKLYN SOUTH,990421,188642,75M,TRAIN RUN/MOBILE ORDER MAINTENANCE SWEEP,Non CIP,01/11/2021 12:06:19 AM,01/11/2021 12:06:19 AM,01/11/2021 12:06:19 AM,01/11/2021 12:09:20 AM,40.684462,-73.977751
74181899,01/11/2021,01/11/2021,00:06:24,48,BRONX,PATROL BORO BRONX,1012594,247853,11C4,ALARMS: COMMERCIAL/BURGLARY,Non CIP,01/11/2021 12:22:02 AM,01/11/2021 12:27:44 AM,01/11/2021 12:36:13 AM,01/11/2021 01:20:55 AM,40.846937,-73.897554
74181900,01/11/2021,01/11/2021,00:06:24,69,BROOKLYN,PATROL BORO BKLYN SOUTH,1013225,177684,75D,VISIBILITY PATROL: DIRECTED,Non CIP,01/11/2021 12:06:24 AM,01/11/2021 12:06:26 AM,01/11/2021 12:06:29 AM,01/11/2021 07:21:12 AM,40.654339,-73.895576
74181901,01/11/2021,01/11/2021,00:06:31,47,BRONX,PATROL BORO BRONX,1021121,258983,75S,STATION INSPECTION BY TRANSIT BUREAU PERSONNEL,Non CIP,01/11/2021 12:06:31 AM,01/11/2021 12:06:31 AM,01/11/2021 12:06:31 AM,01/11/2021 12:16:46 AM,40.877454,-73.866673
74181902,01/11/2021,01/11/2021,00:06:41,30,MANHATTAN,PATROL BORO MAN NORTH,996413,239121,10V2,INVESTIGATE/POSSIBLE CRIME: SUSP VEHICLE/OUTSIDE,Non CIP,01/11/2021 12:06:41 AM,01/11/2021 12:06:41 AM,01/11/2021 12:06:41 AM,01/11/2021 12:10:28 AM,40.823007,-73.956055
74181903,01/11/2021,01/11/2021,00:06:42,100,QUEENS,PATROL BORO QUEENS SOUTH,1034452,161239,75D,VISIBILITY PATROL: DIRECTED,Non CIP,01/11/2021 12:06:42 AM,01/11/2021 12:06:45 AM,01/11/2021 12:06:47 AM,01/11/2021 01:09:49 AM,40.609106,-73.819197
74181904,01/11/2021,01/11/2021,00:06:50,43,BRONX,PATROL BORO BRONX,1021351,245604,11C4,ALARMS: COMMERCIAL/BURGLARY,Non CIP,01/11/2021 12:22:11 AM,01/11/2021 12:23:14 AM,,01/11/2021 01:14:48 AM,40.840732,-73.865915
74181905,01/11/2021,01/11/2021,00:06:59,73,BROOKLYN,PATROL BORO BKLYN NORTH,1008228,183789,68Q1,SEE COMPLAINANT: OTHER/INSIDE,Non CIP,01/11/2021 12:06:59 AM,01/11/2021 12:06:59 AM,01/11/2021 12:06:59 AM,01/11/2021 12:46:18 AM,40.671111,-73.913563
74181906,01/11/2021,01/11/2021,00:07:01,60,BROOKLYN,PATROL BORO BKLYN SOUTH,993138,149621,56S9,VERIFY AMB NEEDED: TRANSIT,Non CIP,01/11/2021 12:07:01 AM,01/11/2021 12:08:10 AM,01/11/2021 12:19:57 AM,01/11/2021 12:35:05 AM,40.577355,-73.968006
74181907,01/11/2021,01/11/2021,00:07:02,42,BRONX,PATROL BORO BRONX,1011920,242164,75D,VISIBILITY PATROL: DIRECTED,Non CIP,01/11/2021 12:07:02 AM,01/11/2021 12:07:02 AM,01/11/2021 12:07:02 AM,01/11/2021 02:42:07 AM,40.831325,-73.900014
74181908,01/11/2021,01/11/2021,00:07:05,102,QUEENS,PATROL BORO QUEENS SOUTH,1031222,198067,10H1,INVESTIGATE/POSSIBLE CRIME: CALLS FOR HELP/INSIDE,Non CIP,01/11/2021 12:07:05 AM,01/11/2021 01:08:29 AM,01/11/2021 04:00:27 AM,01/11/2021 04:01:56 AM,40.710208,-73.830573
74181910,01/11/2021,01/11/2021,00:07:09,122,STATEN ISLAND,PATROL BORO STATEN ISLAND,960317,156193,75D,VISIBILITY PATROL: DIRECTED,Non CIP,01/11/2021 12:07:09 AM,01/11/2021 12:07:11 AM,,01/11/2021 12:46:41 AM,40.595366,-74.086179
